"country" "code" "date" "c1_school" "c1_general" "c2_workplace" "c2_general" "c3_events" "c3_general" "c4_gatherings" "c4_general" "c5_transport" "c5_general" "c6_homestaying" "c6_general" "c7_internal_mov" "c7_general" "c8_international_mov" "e1_incomesupport" "e1_general" "e2_debtrelief" "e3_fiscal" "e4_intrsupport" "h1_publicinfo" "h1_general" "h2_testing" "h3_tracing" "h4_healthcare_support" "h5_vaccines" "widlcard" "cases" "deaths" "stringency" "str_display" "legacy_stringency" "legacy_str_display" "restricts" "care"
"2270" "Switzerland" "CHE" 2020-04-13 3 1 3 1 2 1 4 1 0 0 2 1 1 1 3 2 0 1 0 0 2 1 1 1 0 0 NA 25220 858 79.49 79.49 76.43 76.43 0.75 0.6
"2271" "Cyprus" "CYP" 2020-04-13 3 1 2 1 2 1 4 1 2 1 2 1 2 1 4 0 0 0 463189265 0 2 1 3 1 0 0 NA 633 16 94.71 94.71 93.57 93.57 0.90625 0.5
"2272" "Czech Republic" "CZE" 2020-04-13 3 1 3 1 2 1 4 1 0 0 2 1 0 0 3 0 0 0 0 0 2 1 2 2 0 0 NA 5991 138 72.35 72.35 76.43 76.43 0.6875 0.533333333333333
"2273" "Germany" "DEU" 2020-04-13 3 1 1 1 2 1 4 1 1 1 2 0 2 0 3 2 0 2 0 0 2 1 1 0 0 0 NA 123016 2799 78.97 78.97 77.62 77.62 0.739583333333333 0.6
"2274" "Denmark" "DNK" 2020-04-13 3 1 2 1 2 1 4 1 1 1 1 1 1 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 6174 273 84.12 84.12 84.05 84.05 0.802083333333333 0.366666666666667
"2275" "Spain" "ESP" 2020-04-13 3 1 3 1 2 1 4 1 1 1 2 1 1 1 4 0 0 2 0 0 2 1 2 1 179954.25 0 NA 166019 16972 89.41 89.41 88.81 88.81 0.864583333333333 0.633333333333333
"2276" "Estonia" "EST" 2020-04-13 3 1 3 0 2 1 4 1 0 0 2 0 2 1 3 0 0 1 0 0 2 1 2 0 0 0 NA 1309 25 77.12 77.12 76.43 76.43 0.71875 0.433333333333333
"2277" "Finland" "FIN" 2020-04-13 2 1 2 1 2 1 2 1 1 0 1 1 2 0 4 1 1 0 0 0 2 1 1 1 0 0 NA 2974 56 75.13 75.13 75.71 75.71 0.679166666666667 0.5
"2278" "France" "FRA" 2020-04-13 3 1 3 1 2 1 2 1 1 1 2 1 2 1 4 2 1 2 0 0 2 1 1 0 0 0 NA 95403 14393 89.41 89.41 92.38 92.38 0.845833333333333 0.666666666666667
"2279" "Greece" "GRC" 2020-04-13 3 1 1 1 2 1 4 1 0 0 2 1 2 1 2 0 0 0 0 0 2 1 2 0 0 0 NA 2114 98 75.39 75.39 70 70 0.6875 0.333333333333333
"2280" "Hungary" "HUN" 2020-04-13 3 1 2 0 2 1 1 1 1 0 2 1 2 1 4 0 0 0 0 0 2 1 0 0 NA NA NA 1458 109 78.44 78.44 80.48 80.48 0.716666666666667 0.2
"2281" "Ireland" "IRL" 2020-04-13 3 1 3 1 2 1 4 1 1 1 2 1 2 1 2 2 1 2 0 0 2 1 1 1 0 0 NA 9655 334 87.83 87.83 86.67 86.67 0.833333333333333 0.766666666666667
"2282" "Italy" "ITA" 2020-04-13 3 1 3 1 2 1 4 1 2 1 2 1 2 1 3 1 1 1 0 0 2 1 2 2 0 0 NA 156363 19901 94.58 94.58 94.29 94.29 0.90625 0.766666666666667
"2283" "Luxembourg" "LUX" 2020-04-13 3 1 3 1 2 1 4 1 1 1 2 1 2 1 0 2 1 2 0 0 2 1 1 2 0 0 NA 3281 66 82.27 82.27 80.95 80.95 0.770833333333333 0.866666666666667
"2284" "Netherlands" "NLD" 2020-04-13 3 1 3 1 2 1 3 1 1 1 1 1 1 1 3 2 0 1 0 0 2 1 1 1 0 0 NA 25587 2737 82 82 84.76 84.76 0.777083333333333 0.6
"2285" "Poland" "POL" 2020-04-13 3 1 2 1 2 1 4 1 1 1 1 1 2 1 4 0 0 0 0 0 2 1 1 0 0 0 NA 6674 232 88.09 88.09 88.81 88.81 0.833333333333333 0.266666666666667
"2286" "Portugal" "PRT" 2020-04-13 3 1 1 1 2 1 0 0 2 1 0 0 2 1 3 0 0 0 0 0 2 1 3 1 0 0 NA 16585 504 69.71 69.71 87.14 87.14 0.625 0.5
"2287" "Romania" "ROU" 2020-04-13 3 1 2 1 2 1 4 1 2 0 2 1 2 0 4 2 0 2 0 0 2 1 3 1 0 0 NA 6300 306 88.36 88.36 85.24 85.24 0.833333333333333 0.833333333333333
"2288" "Slovenia" "SVN" 2020-04-13 3 1 3 1 2 1 4 1 2 1 1 1 2 1 3 0 0 0 0 0 2 1 2 1 0 0 NA 1205 53 91.93 91.93 94.29 94.29 0.875 0.433333333333333
"2289" "Austria" "AUT" 2020-04-14 3 1 3 1 2 1 4 1 0 0 1 1 2 0 3 2 1 2 0 0 2 1 2 2 0 0 NA 14043 368 77.65 77.65 75.24 75.24 0.71875 0.933333333333333
"2290" "Belgium" "BEL" 2020-04-14 2 1 3 1 2 1 4 1 0 0 2 1 2 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 30589 3903 83.6 83.6 79.29 79.29 0.78125 0.366666666666667
"2291" "Bulgaria" "BGR" 2020-04-14 3 1 1 1 2 1 0 0 0 0 1 1 0 0 3 2 0 2 0 0 2 1 0 0 NA NA NA 685 32 53.3 53.3 65.71 65.71 0.46875 0.533333333333333
"2292" "Switzerland" "CHE" 2020-04-14 3 1 3 1 2 1 4 1 0 0 2 1 1 1 3 2 0 1 0 0 2 1 1 1 0 0 NA 25499 858 79.49 79.49 76.43 76.43 0.75 0.6
"2293" "Cyprus" "CYP" 2020-04-14 3 1 2 1 2 1 4 1 2 1 2 1 2 1 4 0 0 0 463189265 0 2 1 3 1 0 0 NA 662 17 94.71 94.71 93.57 93.57 0.90625 0.5
"2294" "Czech Republic" "CZE" 2020-04-14 3 1 3 1 2 1 4 1 0 0 2 1 0 0 2 0 0 0 0 0 2 1 2 2 0 0 NA 6059 143 69.58 69.58 73.57 73.57 0.65625 0.533333333333333
"2295" "Germany" "DEU" 2020-04-14 3 1 1 1 2 1 4 1 1 1 2 0 2 0 3 2 0 2 0 0 2 1 1 0 0 0 NA 125098 2969 78.97 78.97 77.62 77.62 0.739583333333333 0.6
"2296" "Denmark" "DNK" 2020-04-14 3 1 2 1 2 1 4 1 1 1 1 1 1 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 6318 285 84.12 84.12 84.05 84.05 0.802083333333333 0.366666666666667
"2297" "Spain" "ESP" 2020-04-14 3 1 3 1 2 1 4 1 1 1 2 1 1 1 4 0 0 2 0 0 2 1 2 1 0 0 NA 169496 17489 89.41 89.41 88.81 88.81 0.864583333333333 0.633333333333333
"2298" "Estonia" "EST" 2020-04-14 3 1 3 0 2 1 4 1 0 0 2 0 2 1 3 0 0 1 0 0 2 1 2 0 0 0 NA 1332 28 77.12 77.12 76.43 76.43 0.71875 0.433333333333333
"2299" "Finland" "FIN" 2020-04-14 2 1 2 1 2 1 2 1 1 0 1 1 2 0 4 1 1 0 0 0 2 1 1 1 0 0 NA 3064 59 75.13 75.13 75.71 75.71 0.679166666666667 0.5
"2300" "France" "FRA" 2020-04-14 3 1 3 1 2 1 2 1 1 1 2 1 2 1 4 2 1 2 0 0 2 1 1 0 0 0 NA 98076 14967 89.41 89.41 92.38 92.38 0.845833333333333 0.666666666666667
"2301" "Greece" "GRC" 2020-04-14 3 1 1 1 2 1 4 1 0 0 2 1 2 1 2 0 0 0 0 0 2 1 2 0 0 0 NA 2145 99 75.39 75.39 70 70 0.6875 0.333333333333333
"2302" "Hungary" "HUN" 2020-04-14 3 1 2 0 2 1 1 1 1 0 2 1 2 1 4 0 0 0 0 0 2 1 0 0 NA NA NA 1512 122 78.44 78.44 80.48 80.48 0.716666666666667 0.2
"2303" "Ireland" "IRL" 2020-04-14 3 1 3 1 2 1 4 1 1 1 2 1 2 1 2 2 1 2 0 0 2 1 1 1 0 0 NA 10647 365 87.83 87.83 86.67 86.67 0.833333333333333 0.766666666666667
"2304" "Italy" "ITA" 2020-04-14 3 1 3 1 2 1 4 1 2 1 2 1 2 1 3 1 1 1 0 0 2 1 2 2 0 0 NA 159516 20465 94.58 94.58 94.29 94.29 0.90625 0.766666666666667
"2305" "Luxembourg" "LUX" 2020-04-14 3 1 3 1 2 1 4 1 1 1 2 1 2 1 0 2 1 2 0 0 2 1 1 2 0 0 NA 3292 67 82.27 82.27 80.95 80.95 0.770833333333333 0.866666666666667
"2306" "Netherlands" "NLD" 2020-04-14 3 1 3 1 2 1 3 1 1 1 1 1 1 1 3 2 0 1 0 0 2 1 1 1 0 0 NA 26551 2823 82 82 84.76 84.76 0.777083333333333 0.6
"2307" "Poland" "POL" 2020-04-14 3 1 2 1 2 1 4 1 1 1 1 1 2 1 4 0 0 0 0 0 2 1 1 0 0 0 NA 6934 245 88.09 88.09 88.81 88.81 0.833333333333333 0.266666666666667
"2308" "Portugal" "PRT" 2020-04-14 3 1 3 1 2 1 0 0 2 1 0 0 2 1 3 0 0 0 0 0 2 1 3 1 0 0 NA 16934 535 75 75 94.29 94.29 0.6875 0.5
"2309" "Romania" "ROU" 2020-04-14 3 1 2 1 2 1 4 1 2 0 2 1 2 0 4 2 0 2 0 0 2 1 0 0 NA NA NA 6633 318 88.36 88.36 85.24 85.24 0.833333333333333 0.533333333333333
"2310" "Slovenia" "SVN" 2020-04-14 3 1 3 1 2 1 4 1 2 1 1 1 2 1 3 0 0 0 0 0 2 1 2 1 0 0 NA 1212 55 91.93 91.93 94.29 94.29 0.875 0.433333333333333
"2311" "Austria" "AUT" 2020-04-15 3 1 3 1 2 1 4 1 0 0 1 1 2 0 3 2 1 2 0 0 2 1 2 2 0 0 NA 14234 384 77.65 77.65 75.24 75.24 0.71875 0.933333333333333
"2312" "Belgium" "BEL" 2020-04-15 2 1 3 1 2 1 4 1 0 0 2 1 2 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 31119 4157 83.6 83.6 79.29 79.29 0.78125 0.366666666666667
"2313" "Bulgaria" "BGR" 2020-04-15 3 1 1 1 2 1 0 0 0 0 1 1 2 0 3 2 0 2 0 0 2 1 0 0 NA NA NA 713 35 61.24 61.24 68.1 68.1 0.53125 0.533333333333333
"2314" "Switzerland" "CHE" 2020-04-15 3 1 3 1 2 1 4 1 0 0 2 1 1 1 3 2 0 1 0 0 2 1 1 1 0 0 NA 25753 900 79.49 79.49 76.43 76.43 0.75 0.6
"2315" "Cyprus" "CYP" 2020-04-15 3 1 2 1 2 1 4 1 2 1 2 1 2 1 4 0 0 0 463189265 0 2 1 3 1 0 0 NA 695 17 94.71 94.71 93.57 93.57 0.90625 0.5
"2316" "Czech Republic" "CZE" 2020-04-15 3 1 3 1 2 1 4 1 0 0 2 1 0 0 2 0 0 0 0 0 2 1 2 2 0 0 NA 6141 161 69.58 69.58 73.57 73.57 0.65625 0.533333333333333
"2317" "Germany" "DEU" 2020-04-15 3 1 1 1 2 1 4 1 1 1 2 0 2 0 2 2 0 2 0 0 2 1 1 0 0 0 NA 127584 3254 76.19 76.19 74.76 74.76 0.708333333333333 0.6
"2318" "Denmark" "DNK" 2020-04-15 2 1 2 1 2 1 4 1 1 1 1 1 1 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 6511 299 81.47 81.47 80.48 80.48 0.770833333333333 0.366666666666667
"2319" "Spain" "ESP" 2020-04-15 3 1 3 1 2 1 4 1 1 1 2 1 1 1 4 0 0 2 0 0 2 1 2 1 0 0 NA 177464 18276 89.41 89.41 88.81 88.81 0.864583333333333 0.633333333333333
"2320" "Estonia" "EST" 2020-04-15 3 1 3 0 2 1 4 1 0 0 2 0 2 1 3 0 0 1 2.16e+09 0 2 1 2 0 0 0 NA 1373 31 77.12 77.12 76.43 76.43 0.71875 0.433333333333333
"2321" "Finland" "FIN" 2020-04-15 2 1 2 1 2 1 2 1 1 0 1 1 1 1 4 1 1 0 0 0 2 1 1 1 0 0 NA 3161 64 74.33 74.33 75.71 75.71 0.679166666666667 0.5
"2322" "France" "FRA" 2020-04-15 3 1 3 1 2 1 2 1 1 1 2 1 2 1 4 2 1 2 709275922528 0 2 1 1 0 0 0 NA 103573 15729 89.41 89.41 92.38 92.38 0.845833333333333 0.666666666666667
"2323" "Greece" "GRC" 2020-04-15 3 1 1 1 2 1 4 1 0 0 2 1 2 1 2 0 0 0 0 0 2 1 2 0 0 0 NA 2170 101 75.39 75.39 70 70 0.6875 0.333333333333333
"2324" "Hungary" "HUN" 2020-04-15 3 1 2 0 2 1 1 1 1 0 2 1 2 1 4 0 0 0 0 0 2 1 0 0 NA NA NA 1579 134 78.44 78.44 80.48 80.48 0.716666666666667 0.2
"2325" "Ireland" "IRL" 2020-04-15 3 1 3 1 2 1 4 1 1 1 2 1 2 1 2 2 1 2 0 0 2 1 1 1 0 0 NA 11479 406 87.83 87.83 86.67 86.67 0.833333333333333 0.766666666666667
"2326" "Italy" "ITA" 2020-04-15 3 1 3 1 2 1 4 1 2 1 2 1 2 1 3 1 1 1 0 0 2 1 2 2 0 0 NA 162488 21069 94.58 94.58 94.29 94.29 0.90625 0.766666666666667
"2327" "Luxembourg" "LUX" 2020-04-15 3 1 3 1 2 1 4 1 1 1 2 1 2 1 0 2 1 2 0 0 2 1 1 2 0 0 NA 3307 67 82.27 82.27 80.95 80.95 0.770833333333333 0.866666666666667
"2328" "Netherlands" "NLD" 2020-04-15 3 1 3 1 2 1 3 1 1 1 1 1 1 1 3 2 0 1 0 0 2 1 1 1 0 0 NA 27419 2945 82 82 84.76 84.76 0.777083333333333 0.6
"2329" "Poland" "POL" 2020-04-15 3 1 2 1 2 1 4 1 1 1 1 1 2 1 4 0 0 0 0 0 2 1 1 0 0 0 NA 7202 263 88.09 88.09 88.81 88.81 0.833333333333333 0.266666666666667
"2330" "Portugal" "PRT" 2020-04-15 3 1 3 1 2 1 0 0 2 1 0 0 2 1 3 0 0 0 0 0 2 1 3 1 0 0 NA 17448 567 75 75 94.29 94.29 0.6875 0.5
"2331" "Romania" "ROU" 2020-04-15 3 1 2 1 2 1 4 1 2 0 2 1 2 0 4 2 0 2 0 0 2 1 0 0 NA NA NA 6879 344 88.36 88.36 85.24 85.24 0.833333333333333 0.533333333333333
"2332" "Slovenia" "SVN" 2020-04-15 3 1 3 1 2 1 4 1 2 1 1 1 2 1 3 0 0 0 0 0 2 1 2 1 0 0 NA 1220 56 91.93 91.93 94.29 94.29 0.875 0.433333333333333
"2333" "Austria" "AUT" 2020-04-16 3 1 3 1 2 1 4 1 0 0 1 1 2 0 3 2 1 2 0 0 2 1 2 2 0 0 NA 14370 393 77.65 77.65 75.24 75.24 0.71875 0.933333333333333
"2334" "Belgium" "BEL" 2020-04-16 2 1 3 1 2 1 4 1 0 0 2 1 2 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 33573 4440 83.6 83.6 79.29 79.29 0.78125 0.366666666666667
"2335" "Bulgaria" "BGR" 2020-04-16 3 1 1 1 2 1 0 0 0 0 1 1 2 0 3 2 0 2 0 0 2 1 0 0 NA NA NA 747 36 61.24 61.24 68.1 68.1 0.53125 0.533333333333333
"2336" "Switzerland" "CHE" 2020-04-16 3 1 3 1 2 1 4 1 0 0 2 1 1 1 3 2 0 1 0 0 2 1 1 1 0 0 NA 26336 973 79.49 79.49 76.43 76.43 0.75 0.6
"2337" "Cyprus" "CYP" 2020-04-16 3 1 3 0 2 1 4 1 2 1 2 1 2 1 4 0 0 0 0 0 2 1 3 2 0 0 NA 715 17 94.18 94.18 93.57 93.57 0.90625 0.6
"2338" "Czech Republic" "CZE" 2020-04-16 3 1 3 1 2 1 4 1 0 0 2 1 0 0 2 0 0 0 0 0 2 1 2 2 0 0 NA 6303 166 69.58 69.58 73.57 73.57 0.65625 0.533333333333333
"2339" "Germany" "DEU" 2020-04-16 3 1 1 1 2 1 4 1 1 1 2 0 2 0 2 2 0 2 0 0 2 1 1 0 0 0 NA 130450 3569 76.19 76.19 74.76 74.76 0.708333333333333 0.6
"2340" "Denmark" "DNK" 2020-04-16 2 1 2 1 2 1 4 1 1 1 1 1 1 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 6681 309 81.47 81.47 80.48 80.48 0.770833333333333 0.366666666666667
"2341" "Spain" "ESP" 2020-04-16 3 1 3 1 2 1 4 1 1 1 2 1 1 1 4 0 0 2 0 0 2 1 2 1 0 0 NA 181504 18893 89.41 89.41 88.81 88.81 0.864583333333333 0.633333333333333
"2342" "Estonia" "EST" 2020-04-16 3 1 3 0 2 1 4 1 0 0 2 0 2 1 3 0 0 1 0 0 2 1 2 0 325949 0 NA 1402 35 77.12 77.12 76.43 76.43 0.71875 0.433333333333333
"2343" "Finland" "FIN" 2020-04-16 2 1 2 1 2 1 2 1 1 0 1 1 1 1 4 1 1 0 0 6011700 2 1 1 1 0 0 NA 3237 72 74.33 74.33 75.71 75.71 0.679166666666667 0.5
"2344" "France" "FRA" 2020-04-16 3 1 3 1 2 1 2 1 1 1 2 1 2 1 4 2 1 2 0 0 2 1 1 0 0 0 NA 106206 17167 89.41 89.41 92.38 92.38 0.845833333333333 0.666666666666667
"2345" "Greece" "GRC" 2020-04-16 3 1 1 1 2 1 4 1 0 0 2 1 2 1 2 0 0 0 0 0 2 1 2 0 0 0 NA 2192 102 75.39 75.39 70 70 0.6875 0.333333333333333
"2346" "Hungary" "HUN" 2020-04-16 3 1 2 0 2 1 1 1 1 0 2 1 2 1 4 0 0 0 0 0 2 1 0 0 NA NA NA 1652 142 78.44 78.44 80.48 80.48 0.716666666666667 0.2
"2347" "Ireland" "IRL" 2020-04-16 3 1 3 1 2 1 4 1 1 1 2 1 2 1 2 2 1 2 0 0 2 1 1 1 0 0 NA 12547 444 87.83 87.83 86.67 86.67 0.833333333333333 0.766666666666667
"2348" "Italy" "ITA" 2020-04-16 3 1 3 1 2 1 4 1 2 1 2 1 2 1 3 1 1 1 0 0 2 1 2 2 0 0 NA 165155 21647 94.58 94.58 94.29 94.29 0.90625 0.766666666666667
"2349" "Luxembourg" "LUX" 2020-04-16 3 1 3 1 2 1 4 1 1 1 2 1 2 1 0 2 1 2 0 0 2 1 1 2 0 0 NA 3373 69 82.27 82.27 80.95 80.95 0.770833333333333 0.866666666666667
"2350" "Netherlands" "NLD" 2020-04-16 3 1 3 1 2 1 3 1 1 1 1 1 1 1 3 2 0 1 0 0 2 1 1 1 0 0 NA 28153 3134 82 82 84.76 84.76 0.777083333333333 0.6
"2351" "Poland" "POL" 2020-04-16 3 1 2 1 2 1 4 1 1 1 1 1 2 1 4 0 0 0 0 0 2 1 1 0 0 0 NA 7582 286 88.09 88.09 88.81 88.81 0.833333333333333 0.266666666666667
"2352" "Portugal" "PRT" 2020-04-16 3 1 3 1 2 1 0 0 2 1 0 0 2 1 3 0 0 0 0 0 2 1 3 1 0 0 NA 18091 599 75 75 94.29 94.29 0.6875 0.5
"2353" "Romania" "ROU" 2020-04-16 3 1 2 1 2 1 4 1 2 0 2 1 2 0 4 2 0 2 0 0 2 1 0 0 NA NA NA 7216 372 88.36 88.36 85.24 85.24 0.833333333333333 0.533333333333333
"2354" "Slovenia" "SVN" 2020-04-16 3 1 3 1 2 1 4 1 2 1 1 1 2 1 3 0 0 0 0 0 2 1 2 1 0 0 NA 1248 61 91.93 91.93 94.29 94.29 0.875 0.433333333333333
"2355" "Austria" "AUT" 2020-04-17 3 1 3 1 2 1 4 1 0 0 1 1 2 0 3 2 1 2 0 0 2 1 2 2 0 0 NA 14448 410 77.65 77.65 75.24 75.24 0.71875 0.933333333333333
"2356" "Belgium" "BEL" 2020-04-17 2 1 3 1 2 1 4 1 0 0 2 1 2 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 34809 4857 83.6 83.6 79.29 79.29 0.78125 0.366666666666667
"2357" "Bulgaria" "BGR" 2020-04-17 3 1 1 1 2 1 0 0 0 0 1 1 2 0 3 2 0 2 0 0 2 1 0 0 NA NA NA 800 38 61.24 61.24 68.1 68.1 0.53125 0.533333333333333
"2358" "Switzerland" "CHE" 2020-04-17 3 1 3 1 2 1 4 1 0 0 2 1 1 1 3 2 0 1 0 0 2 1 0 0 NA NA NA 26651 1016 79.49 79.49 76.43 76.43 0.75 0.433333333333333
"2359" "Cyprus" "CYP" 2020-04-17 3 1 3 0 2 1 4 1 2 1 2 1 2 1 4 0 0 0 0 0 2 1 3 2 0 0 NA 735 17 94.18 94.18 93.57 93.57 0.90625 0.6
"2360" "Czech Republic" "CZE" 2020-04-17 3 1 3 1 2 1 4 1 0 0 2 1 0 0 2 0 0 0 0 0 2 1 2 2 0 0 NA 6433 169 69.58 69.58 73.57 73.57 0.65625 0.533333333333333
"2361" "Germany" "DEU" 2020-04-17 3 1 1 1 2 1 4 1 1 1 2 0 2 0 3 2 0 2 0 0 2 1 0 0 NA NA NA 133830 3868 78.97 78.97 77.62 77.62 0.739583333333333 0.533333333333333
"2362" "Denmark" "DNK" 2020-04-17 2 1 2 1 2 1 4 1 1 1 1 1 1 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 6879 321 81.47 81.47 80.48 80.48 0.770833333333333 0.366666666666667
"2363" "Spain" "ESP" 2020-04-17 3 1 3 1 2 1 4 1 1 1 2 1 1 1 4 0 0 2 0 0 2 1 2 1 0 0 NA 185904 19478 89.41 89.41 88.81 88.81 0.864583333333333 0.633333333333333
"2364" "Estonia" "EST" 2020-04-17 3 1 3 0 2 1 4 1 0 0 2 0 2 1 3 0 0 1 0 220000 2 1 2 0 0 0 NA 1434 36 77.12 77.12 76.43 76.43 0.71875 0.433333333333333
"2365" "Finland" "FIN" 2020-04-17 2 1 2 1 2 1 2 1 1 0 1 1 1 1 4 1 1 0 0 0 2 1 1 1 0 0 NA 3369 75 74.33 74.33 75.71 75.71 0.679166666666667 0.5
"2366" "France" "FRA" 2020-04-17 3 1 3 1 2 1 2 1 1 1 2 1 2 1 4 2 1 2 0 0 2 1 1 0 0 0 NA 108847 17920 89.41 89.41 92.38 92.38 0.845833333333333 0.666666666666667
"2367" "Greece" "GRC" 2020-04-17 3 1 1 1 2 1 4 1 0 0 2 1 2 1 2 0 0 0 0 0 2 1 2 0 0 0 NA 2207 105 75.39 75.39 70 70 0.6875 0.333333333333333
"2368" "Hungary" "HUN" 2020-04-17 3 1 2 0 2 1 1 1 1 0 2 1 2 1 4 0 0 0 0 0 2 1 0 0 NA NA NA 1763 156 78.44 78.44 80.48 80.48 0.716666666666667 0.2
"2369" "Ireland" "IRL" 2020-04-17 3 1 3 1 2 1 4 1 1 1 2 1 2 1 2 2 1 2 0 0 2 1 1 1 0 0 NA 13271 486 87.83 87.83 86.67 86.67 0.833333333333333 0.766666666666667
"2370" "Italy" "ITA" 2020-04-17 3 1 3 1 2 1 4 1 2 1 2 1 2 1 3 1 1 1 0 0 2 1 2 2 0 0 NA 168941 22172 94.58 94.58 94.29 94.29 0.90625 0.766666666666667
"2371" "Luxembourg" "LUX" 2020-04-17 3 1 3 1 2 1 4 1 1 1 2 1 2 1 0 2 1 2 0 0 2 1 0 0 NA NA NA 3444 69 82.27 82.27 80.95 80.95 0.770833333333333 0.6
"2372" "Netherlands" "NLD" 2020-04-17 3 1 3 1 2 1 3 1 1 1 1 1 1 1 3 2 0 1 0 0 2 1 1 1 0 0 NA 29214 3315 82 82 84.76 84.76 0.777083333333333 0.6
"2373" "Poland" "POL" 2020-04-17 3 1 2 1 2 1 4 1 1 1 1 1 2 1 4 0 0 0 0 0 2 1 1 0 0 0 NA 7918 314 88.09 88.09 88.81 88.81 0.833333333333333 0.266666666666667
"2374" "Portugal" "PRT" 2020-04-17 3 1 3 1 0 0 0 0 0 0 0 0 1 1 3 0 0 0 0 0 2 1 0 0 NA NA NA 18841 629 NA NA NA NA 0.40625 0.2
"2375" "Romania" "ROU" 2020-04-17 3 1 2 1 2 1 4 1 2 0 2 1 2 0 4 2 0 2 0 0 2 1 0 0 NA NA NA 7707 387 88.36 88.36 85.24 85.24 0.833333333333333 0.533333333333333
"2376" "Slovenia" "SVN" 2020-04-17 3 1 3 1 2 1 4 1 2 1 1 1 2 1 3 0 0 0 0 0 2 1 2 1 0 0 NA 1268 61 91.93 91.93 94.29 94.29 0.875 0.433333333333333
"2377" "Austria" "AUT" 2020-04-18 3 1 2 1 2 1 4 1 0 0 1 1 2 0 2 2 1 2 0 0 2 1 2 2 0 0 NA 14603 431 72.22 72.22 68.81 68.81 0.65625 0.933333333333333
"2378" "Belgium" "BEL" 2020-04-18 2 1 3 1 2 1 4 1 0 0 2 1 2 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 36138 5163 83.6 83.6 79.29 79.29 0.78125 0.366666666666667
"2379" "Bulgaria" "BGR" 2020-04-18 3 1 1 1 2 1 0 0 0 0 1 1 2 0 3 2 0 2 0 0 2 1 0 0 NA NA NA 846 41 61.24 61.24 68.1 68.1 0.53125 0.533333333333333
"2380" "Switzerland" "CHE" 2020-04-18 3 1 3 1 2 1 4 1 0 0 2 1 1 1 3 2 0 1 0 0 2 1 0 0 NA NA NA 26997 1058 79.49 79.49 76.43 76.43 0.75 0.433333333333333
"2381" "Cyprus" "CYP" 2020-04-18 3 1 3 0 2 1 4 1 2 1 2 1 2 1 4 0 0 0 0 0 2 1 3 2 0 0 NA 735 17 94.18 94.18 93.57 93.57 0.90625 0.6
"2382" "Czech Republic" "CZE" 2020-04-18 3 1 3 1 2 1 4 1 0 0 2 1 0 0 2 0 0 0 0 0 2 1 2 2 0 0 NA 6549 173 69.58 69.58 73.57 73.57 0.65625 0.533333333333333
"2383" "Germany" "DEU" 2020-04-18 3 1 1 1 2 1 4 1 1 1 2 0 2 0 3 2 0 2 0 0 2 1 0 0 NA NA NA 137439 4110 78.97 78.97 77.62 77.62 0.739583333333333 0.533333333333333
"2384" "Denmark" "DNK" 2020-04-18 2 1 2 1 2 1 4 1 1 1 1 1 1 1 4 0 0 0 0 0 2 1 1 1 0 0 NA 7073 336 81.47 81.47 80.48 80.48 0.770833333333333 0.366666666666667
"2385" "Spain" "ESP" 2020-04-18 3 1 3 1 2 1 4 1 1 1 2 1 1 1 4 0 0 2 0 0 2 1 2 1 0 0 NA 190008 20043 89.41 89.41 88.81 88.81 0.864583333333333 0.633333333333333
"2386" "Estonia" "EST" 2020-04-18 3 1 3 1 2 1 4 1 0 0 2 0 2 1 3 0 0 1 0 0 2 1 2 0 0 0 NA 1459 38 80.29 80.29 80 80 0.75 0.433333333333333
"2387" "Finland" "FIN" 2020-04-18 2 1 2 1 2 1 2 1 1 0 1 1 1 1 4 1 1 0 0 0 2 1 1 1 0 0 NA 3489 82 74.33 74.33 75.71 75.71 0.679166666666667 0.5
"2388" "France" "FRA" 2020-04-18 3 1 3 1 2 1 2 1 1 1 2 1 2 1 4 2 1 2 0 0 2 1 1 0 0 0 NA 109252 18681 89.41 89.41 92.38 92.38 0.845833333333333 0.666666666666667
"2389" "Greece" "GRC" 2020-04-18 3 1 2 1 2 1 4 1 1 1 2 1 2 1 4 0 0 0 0 0 2 1 2 0 0 0 NA 2207 105 90.74 90.74 88.81 88.81 0.864583333333333 0.333333333333333
"2390" "Hungary" "HUN" 2020-04-18 3 1 2 0 2 1 1 1 1 0 2 1 2 1 4 0 0 0 0 0 2 1 0 0 NA NA NA 1834 172 78.44 78.44 80.48 80.48 0.716666666666667 0.2
"2391" "Ireland" "IRL" 2020-04-18 3 1 3 1 2 1 4 1 1 1 2 1 2 1 2 2 1 2 0 0 2 1 1 1 0 0 NA 13980 530 87.83 87.83 86.67 86.67 0.833333333333333 0.766666666666667
