"country" "code" "date" "c1_school" "c1_general" "c2_workplace" "c2_general" "c3_events" "c3_general" "c4_gatherings" "c4_general" "c5_transport" "c5_general" "c6_homestaying" "c6_general" "c7_internal_mov" "c7_general" "c8_international_mov" "e1_incomesupport" "e1_general" "e2_debtrelief" "e3_fiscal" "e4_intrsupport" "h1_publicinfo" "h1_general" "h2_testing" "h3_tracing" "h4_healthcare_support" "h5_vaccines" "widlcard" "cases" "deaths" "stringency" "str_display" "legacy_stringency" "legacy_str_display" "restricts" "care"
"729" "Bulgaria" "BGR" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 2.78 2.78 2.86 2.86 0.03125 0
"730" "Switzerland" "CHE" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"731" "Cyprus" "CYP" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"732" "Czech Republic" "CZE" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"733" "Germany" "DEU" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 0 NA 9 0 7.94 7.94 9.52 9.52 0 0.4
"734" "Denmark" "DNK" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"735" "Spain" "ESP" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.366666666666667
"736" "Estonia" "EST" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"737" "Finland" "FIN" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA 1 0 7.14 7.14 9.52 9.52 0 0.133333333333333
"738" "France" "FRA" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 NA 6 0 13.5 13.5 15.24 15.24 0.0625 0.133333333333333
"739" "Greece" "GRC" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"740" "Hungary" "HUN" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"741" "Ireland" "IRL" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"742" "Italy" "ITA" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 2 0 0 NA 3 0 19.44 19.44 22.86 22.86 0.09375 0.466666666666667
"743" "Luxembourg" "LUX" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"744" "Netherlands" "NLD" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"745" "Poland" "POL" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA NA NA 7.14 7.14 9.52 9.52 0 0.133333333333333
"746" "Portugal" "PRT" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.466666666666667
"747" "Romania" "ROU" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 5.56 5.56 5.71 5.71 0.0625 0
"748" "Slovenia" "SVN" 2020-02-03 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"749" "Austria" "AUT" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"750" "Belgium" "BEL" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.2
"751" "Bulgaria" "BGR" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 2.78 2.78 2.86 2.86 0.03125 0
"752" "Switzerland" "CHE" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"753" "Cyprus" "CYP" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"754" "Czech Republic" "CZE" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"755" "Germany" "DEU" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 0 NA 11 0 7.94 7.94 9.52 9.52 0 0.4
"756" "Denmark" "DNK" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"757" "Spain" "ESP" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.366666666666667
"758" "Estonia" "EST" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"759" "Finland" "FIN" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA 1 0 7.14 7.14 9.52 9.52 0 0.133333333333333
"760" "France" "FRA" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 NA 6 0 13.5 13.5 15.24 15.24 0.0625 0.133333333333333
"761" "Greece" "GRC" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"762" "Hungary" "HUN" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"763" "Ireland" "IRL" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA 0 0 7.14 7.14 9.52 9.52 0 0.133333333333333
"764" "Italy" "ITA" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 2 0 0 NA 3 0 19.44 19.44 22.86 22.86 0.09375 0.466666666666667
"765" "Luxembourg" "LUX" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"766" "Netherlands" "NLD" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"767" "Poland" "POL" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA NA NA 7.14 7.14 9.52 9.52 0 0.133333333333333
"768" "Portugal" "PRT" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.466666666666667
"769" "Romania" "ROU" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 5.56 5.56 5.71 5.71 0.0625 0
"770" "Slovenia" "SVN" 2020-02-04 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"771" "Austria" "AUT" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"772" "Belgium" "BEL" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.2
"773" "Bulgaria" "BGR" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 2.78 2.78 2.86 2.86 0.03125 0
"774" "Switzerland" "CHE" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"775" "Cyprus" "CYP" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"776" "Czech Republic" "CZE" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"777" "Germany" "DEU" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 0 NA 11 0 7.94 7.94 9.52 9.52 0 0.4
"778" "Denmark" "DNK" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"779" "Spain" "ESP" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.366666666666667
"780" "Estonia" "EST" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"781" "Finland" "FIN" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA 1 0 7.14 7.14 9.52 9.52 0 0.133333333333333
"782" "France" "FRA" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 NA 6 0 13.5 13.5 15.24 15.24 0.0625 0.133333333333333
"783" "Greece" "GRC" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"784" "Hungary" "HUN" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"785" "Ireland" "IRL" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA 0 0 7.14 7.14 9.52 9.52 0 0.133333333333333
"786" "Italy" "ITA" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 2 0 0 NA 3 0 19.44 19.44 22.86 22.86 0.09375 0.466666666666667
"787" "Luxembourg" "LUX" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"788" "Netherlands" "NLD" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"789" "Poland" "POL" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA NA NA 7.14 7.14 9.52 9.52 0 0.133333333333333
"790" "Portugal" "PRT" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.466666666666667
"791" "Romania" "ROU" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 5.56 5.56 5.71 5.71 0.0625 0
"792" "Slovenia" "SVN" 2020-02-05 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"793" "Austria" "AUT" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"794" "Belgium" "BEL" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.2
"795" "Bulgaria" "BGR" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 2.78 2.78 2.86 2.86 0.03125 0
"796" "Switzerland" "CHE" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"797" "Cyprus" "CYP" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"798" "Czech Republic" "CZE" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"799" "Germany" "DEU" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 8010337 NA 11 0 7.94 7.94 9.52 9.52 0 0.4
"800" "Denmark" "DNK" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"801" "Spain" "ESP" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.366666666666667
"802" "Estonia" "EST" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"803" "Finland" "FIN" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 1 0 0 0 0 NA 1 0 15.47 15.47 18.1 18.1 0.09375 0.133333333333333
"804" "France" "FRA" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 NA 6 0 13.5 13.5 15.24 15.24 0.0625 0.133333333333333
"805" "Greece" "GRC" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"806" "Hungary" "HUN" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"807" "Ireland" "IRL" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA 0 0 7.14 7.14 9.52 9.52 0 0.133333333333333
"808" "Italy" "ITA" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 2 0 0 NA 3 0 19.44 19.44 22.86 22.86 0.09375 0.466666666666667
"809" "Luxembourg" "LUX" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"810" "Netherlands" "NLD" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"811" "Poland" "POL" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA NA NA 7.14 7.14 9.52 9.52 0 0.133333333333333
"812" "Portugal" "PRT" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.466666666666667
"813" "Romania" "ROU" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 5.56 5.56 5.71 5.71 0.0625 0
"814" "Slovenia" "SVN" 2020-02-06 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"815" "Austria" "AUT" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"816" "Belgium" "BEL" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.2
"817" "Bulgaria" "BGR" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 2.78 2.78 2.86 2.86 0.03125 0
"818" "Switzerland" "CHE" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"819" "Cyprus" "CYP" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"820" "Czech Republic" "CZE" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"821" "Germany" "DEU" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 0 NA 12 0 7.94 7.94 9.52 9.52 0 0.4
"822" "Denmark" "DNK" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"823" "Spain" "ESP" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.366666666666667
"824" "Estonia" "EST" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"825" "Finland" "FIN" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 1 0 0 0 0 NA 1 0 15.47 15.47 18.1 18.1 0.09375 0.133333333333333
"826" "France" "FRA" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 NA 6 0 13.5 13.5 15.24 15.24 0.0625 0.133333333333333
"827" "Greece" "GRC" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"828" "Hungary" "HUN" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"829" "Ireland" "IRL" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA 0 0 7.14 7.14 9.52 9.52 0 0.133333333333333
"830" "Italy" "ITA" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 2 0 0 NA 3 0 19.44 19.44 22.86 22.86 0.09375 0.466666666666667
"831" "Luxembourg" "LUX" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"832" "Netherlands" "NLD" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"833" "Poland" "POL" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA NA NA 7.14 7.14 9.52 9.52 0 0.133333333333333
"834" "Portugal" "PRT" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.466666666666667
"835" "Romania" "ROU" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 5.56 5.56 5.71 5.71 0.0625 0
"836" "Slovenia" "SVN" 2020-02-07 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"837" "Austria" "AUT" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"838" "Belgium" "BEL" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.2
"839" "Bulgaria" "BGR" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 2.78 2.78 2.86 2.86 0.03125 0
"840" "Switzerland" "CHE" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"841" "Cyprus" "CYP" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"842" "Czech Republic" "CZE" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"843" "Germany" "DEU" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 0 NA 13 0 7.94 7.94 9.52 9.52 0 0.4
"844" "Denmark" "DNK" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"845" "Spain" "ESP" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.366666666666667
"846" "Estonia" "EST" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"847" "Finland" "FIN" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 1 0 0 0 0 NA 1 0 15.47 15.47 18.1 18.1 0.09375 0.133333333333333
"848" "France" "FRA" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 2 0 0 0 0 0 NA 11 0 13.5 13.5 15.24 15.24 0.0625 0.133333333333333
"849" "Greece" "GRC" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"850" "Hungary" "HUN" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"851" "Ireland" "IRL" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA 0 0 7.14 7.14 9.52 9.52 0 0.133333333333333
"852" "Italy" "ITA" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 2 1 1 2 0 0 NA 3 0 19.44 19.44 22.86 22.86 0.09375 0.466666666666667
"853" "Luxembourg" "LUX" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"854" "Netherlands" "NLD" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"855" "Poland" "POL" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 NA NA NA 7.14 7.14 9.52 9.52 0 0.133333333333333
"856" "Portugal" "PRT" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 2 0 0 NA NA NA 11.11 11.11 14.29 14.29 0 0.466666666666667
"857" "Romania" "ROU" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 5.56 5.56 5.71 5.71 0.0625 0
"858" "Slovenia" "SVN" 2020-02-08 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"859" "Austria" "AUT" 2020-02-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 NA 0 0 0 0 0 0 0 0.0666666666666667
"860" "Belgium" "BEL" 2020-02-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 NA 1 0 11.11 11.11 14.29 14.29 0 0.2
"861" "Bulgaria" "BGR" 2020-02-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 2.78 2.78 2.86 2.86 0.03125 0
"862" "Switzerland" "CHE" 2020-02-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"863" "Cyprus" "CYP" 2020-02-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA NA NA 0 0 0 0 0 0
"864" "Czech Republic" "CZE" 2020-02-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 NA 0 0 0 0 0 0 0 0
"865" "Germany" "DEU" 2020-02-09 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 1 2 0 0 NA 13 0 7.94 7.94 9.52 9.52 0 0.4
