"location" "date" "cases" "deaths" "tests"
"1354" "Greece" 2020-02-11 0 0 NA
"1355" "Greece" 2020-02-12 0 0 NA
"1356" "Greece" 2020-02-13 0 0 NA
"1357" "Greece" 2020-02-14 0 0 NA
"1358" "Greece" 2020-02-15 0 0 NA
"1359" "Greece" 2020-02-16 0 0 NA
"1360" "Greece" 2020-02-17 0 0 NA
"1361" "Greece" 2020-02-18 0 0 NA
"1362" "Greece" 2020-02-19 0 0 NA
"1363" "Greece" 2020-02-20 0 0 NA
"1364" "Greece" 2020-02-21 0 0 NA
"1365" "Greece" 2020-02-22 0 0 NA
"1366" "Greece" 2020-02-23 0 0 NA
"1367" "Greece" 2020-02-24 0 0 NA
"1368" "Greece" 2020-02-25 0 0 NA
"1369" "Greece" 2020-02-26 0 0 NA
"1370" "Greece" 2020-02-27 0.096 0 NA
"1371" "Greece" 2020-02-28 0.288 0 NA
"1372" "Greece" 2020-02-29 0.384 0 NA
"1373" "Greece" 2020-03-01 0.672 0 NA
"1374" "Greece" 2020-03-02 0.672 0 NA
"1375" "Greece" 2020-03-03 NA NA 0.055
"1376" "Greece" 2020-03-05 0.959 0 NA
"1377" "Greece" 2020-03-06 3.07 0 NA
"1378" "Greece" 2020-03-07 4.317 0 NA
"1379" "Greece" 2020-03-08 6.332 0 NA
"1380" "Greece" 2020-03-09 7.004 0 NA
"1381" "Greece" 2020-03-10 8.059 0 NA
"1382" "Greece" 2020-03-11 8.635 0 NA
"1383" "Greece" 2020-03-12 9.498 0.096 0.209
"1384" "Greece" 2020-03-13 12.76 0.096 0.259
"1385" "Greece" 2020-03-14 18.229 0.096 0.326
"1386" "Greece" 2020-03-15 21.875 0.288 0.384
"1387" "Greece" 2020-03-16 31.757 0.384 0.414
"1388" "Greece" 2020-03-17 33.771 0.384 NA
"1389" "Greece" 2020-03-18 37.129 0.48 0.576
"1390" "Greece" 2020-03-19 40.103 0.48 NA
"1391" "Greece" 2020-03-20 44.517 0.48 NA
"1392" "Greece" 2020-03-21 47.491 0.768 0.768
"1393" "Greece" 2020-03-22 50.849 1.247 NA
"1394" "Greece" 2020-03-23 59.867 1.439 NA
"1395" "Greece" 2020-03-24 66.679 1.631 NA
"1396" "Greece" 2020-03-25 71.284 1.919 0.959
"1397" "Greece" 2020-03-26 78.768 2.111 NA
"1398" "Greece" 2020-03-27 85.58 2.494 1.293
"1399" "Greece" 2020-03-28 92.679 2.686 1.378
"1400" "Greece" 2020-03-29 101.794 3.07 1.454
"1401" "Greece" 2020-03-30 110.908 3.646 1.531
"1402" "Greece" 2020-03-31 116.281 4.125 1.605
"1403" "Greece" 2020-04-01 126.067 4.701 1.665
"1404" "Greece" 2020-04-02 131.919 4.797 1.808
"1405" "Greece" 2020-04-03 145.255 5.085 2.153
"1406" "Greece" 2020-04-04 154.753 5.661 NA
"1407" "Greece" 2020-04-05 160.51 6.524 2.442
"1408" "Greece" 2020-04-06 166.458 7.004 2.513
"1409" "Greece" 2020-04-07 168.377 7.579 2.742
"1410" "Greece" 2020-04-08 175.764 7.771 3.121
"1411" "Greece" 2020-04-09 180.753 7.963 3.227
"1412" "Greece" 2020-04-10 187.565 8.251 3.399
"1413" "Greece" 2020-04-11 192.938 8.635 3.583
"1414" "Greece" 2020-04-12 199.654 8.923 4.055
"1415" "Greece" 2020-04-13 202.82 9.402 4.165
"1416" "Greece" 2020-04-14 205.794 9.498 4.682
"1417" "Greece" 2020-04-15 208.192 9.69 4.871
"1418" "Greece" 2020-04-16 210.303 9.786 NA
"1419" "Greece" 2020-04-17 211.742 10.074 NA
"1420" "Greece" 2020-04-18 211.742 10.074 5.113
"1421" "Greece" 2020-04-19 211.742 10.074 NA
"1422" "Greece" 2020-04-20 214.428 10.554 5.214
"1423" "Greece" 2020-04-21 215.388 11.129 5.341
"1424" "Greece" 2020-04-22 230.355 11.609 5.463
"1425" "Greece" 2020-04-23 231.026 11.609 5.684
"1426" "Greece" 2020-04-24 236.303 11.993 5.891
"1427" "Greece" 2020-04-25 238.893 12.472 6.053
"1428" "Greece" 2020-04-26 240.429 12.472 6.199
"1429" "Greece" 2020-04-27 240.429 12.472 6.341
"1430" "Greece" 2020-04-28 243.115 13.048 6.7
"1431" "Greece" 2020-04-29 243.115 13.048 6.92
"1432" "Greece" 2020-04-30 247.144 13.336 7.212
"1433" "Hungary" 2020-03-04 NA NA 0.024
"1434" "Hungary" 2020-03-05 0.207 0 NA
"1435" "Hungary" 2020-03-06 NA NA 0.028
"1436" "Hungary" 2020-03-07 0.414 0 0.033
"1437" "Hungary" 2020-03-08 0.725 0 0.037
"1438" "Hungary" 2020-03-09 0.828 0 NA
"1439" "Hungary" 2020-03-10 0.932 0 0.055
"1440" "Hungary" 2020-03-11 1.242 0 0.063
"1441" "Hungary" 2020-03-12 1.346 0 0.076
"1442" "Hungary" 2020-03-13 1.656 0 0.089
"1443" "Hungary" 2020-03-14 2.588 0 0.105
"1444" "Hungary" 2020-03-15 3.209 0 0.128
"1445" "Hungary" 2020-03-16 4.037 0.104 0.152
"1446" "Hungary" 2020-03-17 5.176 0.104 0.164
"1447" "Hungary" 2020-03-18 5.176 0.104 0.187
"1448" "Hungary" 2020-03-19 7.557 0.104 0.24
"1449" "Hungary" 2020-03-20 8.799 0.104 0.311
"1450" "Hungary" 2020-03-21 10.662 0.414 0.36
"1451" "Hungary" 2020-03-22 13.561 0.414 0.46
"1452" "Hungary" 2020-03-23 17.287 0.725 0.571
"1453" "Hungary" 2020-03-24 19.357 0.828 0.633
"1454" "Hungary" 2020-03-25 23.395 1.035 0.706
"1455" "Hungary" 2020-03-26 27.018 1.035 0.829
"1456" "Hungary" 2020-03-27 31.055 1.035 0.96
"1457" "Hungary" 2020-03-28 35.506 1.139 1.067
"1458" "Hungary" 2020-03-29 42.234 1.346 1.258
"1459" "Hungary" 2020-03-30 46.272 1.553 1.377
"1460" "Hungary" 2020-03-31 50.93 1.656 1.464
"1461" "Hungary" 2020-04-01 54.346 2.07 1.574
"1462" "Hungary" 2020-04-02 60.557 2.174 1.698
"1463" "Hungary" 2020-04-03 64.49 2.691 1.839
"1464" "Hungary" 2020-04-04 70.184 3.313 2.011
"1465" "Hungary" 2020-04-05 75.877 3.52 2.2
"1466" "Hungary" 2020-04-06 77.016 3.934 2.307
"1467" "Hungary" 2020-04-07 84.573 4.865 2.458
"1468" "Hungary" 2020-04-08 92.647 6.004 2.665
"1469" "Hungary" 2020-04-09 101.446 6.832 2.88
"1470" "Hungary" 2020-04-10 123.184 7.971 3.1
"1471" "Hungary" 2020-04-11 135.606 8.799 3.308
"1472" "Hungary" 2020-04-12 145.957 10.248 3.471
"1473" "Hungary" 2020-04-13 150.926 11.283 3.604
"1474" "Hungary" 2020-04-14 156.516 12.629 3.708
"1475" "Hungary" 2020-04-15 163.452 13.871 3.864
"1476" "Hungary" 2020-04-16 171.008 14.699 3.984
"1477" "Hungary" 2020-04-17 182.499 16.148 4.305
"1478" "Hungary" 2020-04-18 189.848 17.805 4.544
"1479" "Hungary" 2020-04-19 198.336 19.565 4.798
"1480" "Hungary" 2020-04-20 205.376 20.6 4.975
"1481" "Hungary" 2020-04-21 217.176 22.049 5.181
"1482" "Hungary" 2020-04-22 224.423 23.291 5.455
"1483" "Hungary" 2020-04-23 236.43 23.291 5.734
"1484" "Hungary" 2020-04-24 246.678 25.879 6.03
"1485" "Hungary" 2020-04-25 252.889 27.121 6.294
"1486" "Hungary" 2020-04-26 258.79 28.156 6.574
"1487" "Hungary" 2020-04-27 267.382 28.984 6.793
"1488" "Hungary" 2020-04-28 274.214 30.123 6.953
"1489" "Hungary" 2020-04-29 282.288 31.055 7.277
"1490" "Hungary" 2020-04-30 287.257 32.297 7.552
"1491" "Ireland" 2020-01-01 0 0 NA
"1492" "Ireland" 2020-01-02 0 0 NA
"1493" "Ireland" 2020-01-03 0 0 NA
"1494" "Ireland" 2020-01-04 0 0 NA
"1495" "Ireland" 2020-01-05 0 0 NA
"1496" "Ireland" 2020-01-06 0 0 NA
"1497" "Ireland" 2020-01-07 0 0 NA
"1498" "Ireland" 2020-01-08 0 0 NA
"1499" "Ireland" 2020-01-09 0 0 NA
"1500" "Ireland" 2020-01-10 0 0 NA
"1501" "Ireland" 2020-01-11 0 0 NA
"1502" "Ireland" 2020-01-12 0 0 NA
"1503" "Ireland" 2020-01-13 0 0 NA
"1504" "Ireland" 2020-01-14 0 0 NA
"1505" "Ireland" 2020-01-15 0 0 NA
"1506" "Ireland" 2020-01-16 0 0 NA
"1507" "Ireland" 2020-01-17 0 0 NA
"1508" "Ireland" 2020-01-18 0 0 NA
"1509" "Ireland" 2020-01-19 0 0 NA
"1510" "Ireland" 2020-01-20 0 0 NA
"1511" "Ireland" 2020-01-21 0 0 NA
"1512" "Ireland" 2020-01-22 0 0 NA
"1513" "Ireland" 2020-01-23 0 0 NA
"1514" "Ireland" 2020-01-24 0 0 NA
"1515" "Ireland" 2020-01-25 0 0 NA
"1516" "Ireland" 2020-01-26 0 0 NA
"1517" "Ireland" 2020-01-27 0 0 NA
"1518" "Ireland" 2020-01-28 0 0 NA
"1519" "Ireland" 2020-01-29 0 0 NA
"1520" "Ireland" 2020-01-30 0 0 NA
"1521" "Ireland" 2020-01-31 0 0 NA
"1522" "Ireland" 2020-02-01 0 0 NA
"1523" "Ireland" 2020-02-02 0 0 NA
"1524" "Ireland" 2020-02-03 0 0 NA
"1525" "Ireland" 2020-02-04 0 0 NA
"1526" "Ireland" 2020-02-05 0 0 NA
"1527" "Ireland" 2020-02-06 0 0 NA
"1528" "Ireland" 2020-02-07 0 0 NA
"1529" "Ireland" 2020-02-08 0 0 NA
"1530" "Ireland" 2020-02-09 0 0 NA
"1531" "Ireland" 2020-02-10 0 0 NA
"1532" "Ireland" 2020-02-11 0 0 NA
"1533" "Ireland" 2020-02-12 0 0 NA
"1534" "Ireland" 2020-02-13 0 0 NA
"1535" "Ireland" 2020-02-14 0 0 NA
"1536" "Ireland" 2020-02-15 0 0 NA
"1537" "Ireland" 2020-02-16 0 0 NA
"1538" "Ireland" 2020-02-17 0 0 NA
"1539" "Ireland" 2020-02-18 0 0 NA
"1540" "Ireland" 2020-02-19 0 0 NA
"1541" "Ireland" 2020-02-20 0 0 NA
"1542" "Ireland" 2020-02-21 0 0 NA
"1543" "Ireland" 2020-02-22 0 0 NA
"1544" "Ireland" 2020-02-23 0 0 NA
"1545" "Ireland" 2020-02-24 0 0 NA
"1546" "Ireland" 2020-02-25 0 0 NA
"1547" "Ireland" 2020-02-26 0 0 NA
"1548" "Ireland" 2020-02-27 0 0 NA
"1549" "Ireland" 2020-02-28 0 0 NA
"1550" "Ireland" 2020-02-29 0 0 NA
"1551" "Ireland" 2020-03-01 0.203 0 NA
"1552" "Ireland" 2020-03-02 0.203 0 NA
"1553" "Ireland" 2020-03-04 0.405 0 NA
"1554" "Ireland" 2020-03-05 1.215 0 NA
"1555" "Ireland" 2020-03-06 2.633 0 NA
"1556" "Ireland" 2020-03-07 3.645 0 NA
"1557" "Ireland" 2020-03-08 3.848 0 NA
"1558" "Ireland" 2020-03-09 4.253 0 0.361
"1559" "Ireland" 2020-03-11 7.088 0 NA
"1560" "Ireland" 2020-03-12 8.708 0.203 NA
"1561" "Ireland" 2020-03-13 14.176 0.203 NA
"1562" "Ireland" 2020-03-14 18.429 0.203 NA
"1563" "Ireland" 2020-03-15 26.125 0.405 NA
"1564" "Ireland" 2020-03-16 34.226 0.405 NA
"1565" "Ireland" 2020-03-17 45.162 0.405 1.344
"1566" "Ireland" 2020-03-18 59.136 0.405 NA
"1567" "Ireland" 2020-03-19 74.122 0.405 NA
"1568" "Ireland" 2020-03-20 112.803 0.608 NA
"1569" "Ireland" 2020-03-21 138.321 0.608 NA
"1570" "Ireland" 2020-03-22 158.978 0.608 NA
"1571" "Ireland" 2020-03-23 183.483 0.81 3.644
"1572" "Ireland" 2020-03-24 227.834 1.215 NA
"1573" "Ireland" 2020-03-25 269.148 1.418 NA
"1574" "Ireland" 2020-03-26 316.741 1.823 NA
"1575" "Ireland" 2020-03-27 368.383 3.848 NA
"1576" "Ireland" 2020-03-28 429.544 4.455 NA
"1577" "Ireland" 2020-03-29 489.085 7.291 NA
"1578" "Ireland" 2020-03-30 529.589 9.316 NA
"1579" "Ireland" 2020-03-31 589.332 10.936 6.119
"1580" "Ireland" 2020-04-01 655.151 14.379 NA
"1581" "Ireland" 2020-04-02 698.085 17.214 NA
"1582" "Ireland" 2020-04-03 779.498 19.847 NA
"1583" "Ireland" 2020-04-04 865.366 24.302 NA
"1584" "Ireland" 2020-04-05 932.4 27.745 NA
"1585" "Ireland" 2020-04-06 1035.077 31.998 NA
"1586" "Ireland" 2020-04-07 1086.315 35.238 8.604
"1587" "Ireland" 2020-04-08 1156.184 42.529 NA
"1588" "Ireland" 2020-04-09 1260.481 47.592 NA
"1589" "Ireland" 2020-04-10 1497.227 53.263 NA
"1590" "Ireland" 2020-04-11 1638.18 58.123 NA
"1591" "Ireland" 2020-04-12 1808.094 64.806 NA
"1592" "Ireland" 2020-04-13 1955.326 67.642 NA
"1593" "Ireland" 2020-04-14 2156.225 73.92 18.358
"1594" "Ireland" 2020-04-15 2324.721 82.223 NA
"1595" "Ireland" 2020-04-16 2541.012 89.919 NA
"1596" "Ireland" 2020-04-17 2687.636 98.424 NA
"1597" "Ireland" 2020-04-18 2831.223 107.335 NA
"1598" "Ireland" 2020-04-19 2988.783 115.639 NA
"1599" "Ireland" 2020-04-20 3088.625 123.537 NA
"1600" "Ireland" 2020-04-21 3169.835 139.131 22.598
"1601" "Ireland" 2020-04-22 3248.413 147.839 22.598
"1602" "Ireland" 2020-04-23 3376.203 155.737 NA
"1603" "Ireland" 2020-04-24 3565.761 160.8 NA
"1604" "Ireland" 2020-04-25 3682.615 167.889 NA
"1605" "Ireland" 2020-04-26 3758.965 215.278 NA
"1606" "Ireland" 2020-04-27 3900.931 220.139 31.179
"1607" "Ireland" 2020-04-28 3979.103 223.176 30.996
"1608" "Ireland" 2020-04-29 4025.48 234.72 31.179
"1609" "Ireland" 2020-04-30 4101.628 240.998 NA
"1610" "Italy" 2020-01-01 0 0 NA
"1611" "Italy" 2020-01-02 0 0 NA
"1612" "Italy" 2020-01-03 0 0 NA
"1613" "Italy" 2020-01-04 0 0 NA
"1614" "Italy" 2020-01-05 0 0 NA
"1615" "Italy" 2020-01-06 0 0 NA
"1616" "Italy" 2020-01-07 0 0 NA
"1617" "Italy" 2020-01-08 0 0 NA
"1618" "Italy" 2020-01-09 0 0 NA
"1619" "Italy" 2020-01-10 0 0 NA
"1620" "Italy" 2020-01-11 0 0 NA
"1621" "Italy" 2020-01-12 0 0 NA
"1622" "Italy" 2020-01-13 0 0 NA
"1623" "Italy" 2020-01-14 0 0 NA
"1624" "Italy" 2020-01-15 0 0 NA
"1625" "Italy" 2020-01-16 0 0 NA
"1626" "Italy" 2020-01-17 0 0 NA
"1627" "Italy" 2020-01-18 0 0 NA
"1628" "Italy" 2020-01-19 0 0 NA
"1629" "Italy" 2020-01-20 0 0 NA
"1630" "Italy" 2020-01-21 0 0 NA
"1631" "Italy" 2020-01-22 0 0 NA
"1632" "Italy" 2020-01-23 0 0 NA
"1633" "Italy" 2020-01-24 0 0 NA
"1634" "Italy" 2020-01-25 0 0 NA
"1635" "Italy" 2020-01-26 0 0 NA
"1636" "Italy" 2020-01-27 0 0 NA
"1637" "Italy" 2020-01-28 0 0 NA
"1638" "Italy" 2020-01-29 0 0 NA
"1639" "Italy" 2020-01-30 0 0 NA
"1640" "Italy" 2020-01-31 0.05 0 NA
"1641" "Italy" 2020-02-01 0.05 0 NA
"1642" "Italy" 2020-02-02 0.05 0 NA
"1643" "Italy" 2020-02-03 0.05 0 NA
"1644" "Italy" 2020-02-04 0.05 0 NA
"1645" "Italy" 2020-02-05 0.05 0 NA
"1646" "Italy" 2020-02-06 0.05 0 NA
"1647" "Italy" 2020-02-07 0.05 0 NA
"1648" "Italy" 2020-02-08 0.05 0 NA
"1649" "Italy" 2020-02-09 0.05 0 NA
"1650" "Italy" 2020-02-10 0.05 0 NA
"1651" "Italy" 2020-02-11 0.05 0 NA
"1652" "Italy" 2020-02-12 0.05 0 NA
"1653" "Italy" 2020-02-13 0.05 0 NA
"1654" "Italy" 2020-02-14 0.05 0 NA
"1655" "Italy" 2020-02-15 0.05 0 NA
"1656" "Italy" 2020-02-16 0.05 0 NA
"1657" "Italy" 2020-02-17 0.05 0 NA
"1658" "Italy" 2020-02-18 0.05 0 NA
"1659" "Italy" 2020-02-19 0.05 0 NA
"1660" "Italy" 2020-02-20 0.05 0 NA
"1661" "Italy" 2020-02-21 0.05 0 NA
"1662" "Italy" 2020-02-22 0.281 0 NA
"1663" "Italy" 2020-02-23 1.307 0.033 NA
"1664" "Italy" 2020-02-24 2.183 0.033 0.072
"1665" "Italy" 2020-02-25 3.788 0.099 0.143
"1666" "Italy" 2020-02-26 5.326 0.182 0.159
"1667" "Italy" 2020-02-27 6.616 0.198 0.199
"1668" "Italy" 2020-02-28 10.751 0.281 0.26
"1669" "Italy" 2020-02-29 14.687 0.347 0.309
"1670" "Italy" 2020-03-01 18.656 0.48 0.349
"1671" "Italy" 2020-03-02 27.935 0.579 0.386
"1672" "Italy" 2020-03-03 33.674 0.86 0.428
"1673" "Italy" 2020-03-04 41.381 1.323 0.493
"1674" "Italy" 2020-03-05 51.09 1.77 0.535
"1675" "Italy" 2020-03-06 63.809 2.448 0.601
"1676" "Italy" 2020-03-07 76.676 3.258 0.696
"1677" "Italy" 2020-03-08 97.301 3.854 0.826
"1678" "Italy" 2020-03-09 121.978 6.053 0.89
"1679" "Italy" 2020-03-10 151.699 7.674 1.005
"1680" "Italy" 2020-03-11 167.858 10.436 1.21
"1681" "Italy" 2020-03-12 206.114 13.678 1.423
"1682" "Italy" 2020-03-13 249.959 16.804 1.612
"1683" "Italy" 2020-03-14 292.085 20.972 1.806
"1684" "Italy" 2020-03-15 349.923 23.833 2.066
"1685" "Italy" 2020-03-16 396.614 29.953 2.282
"1686" "Italy" 2020-03-17 462.771 35.692 2.459
"1687" "Italy" 2020-03-18 521.089 41.431 2.738
"1688" "Italy" 2020-03-19 590.67 49.254 3.023
"1689" "Italy" 2020-03-20 678.693 56.35 3.422
"1690" "Italy" 2020-03-21 777.697 66.687 3.857
"1691" "Italy" 2020-03-22 886.146 79.835 4.274
"1692" "Italy" 2020-03-23 978.105 90.57 4.556
"1693" "Italy" 2020-03-24 1057.312 100.51 4.912
"1694" "Italy" 2020-03-25 1144.127 112.798 5.366
"1695" "Italy" 2020-03-26 1230.297 124.128 5.972
"1696" "Italy" 2020-03-27 1332.064 135.044 6.518
"1697" "Italy" 2020-03-28 1430.622 151.104 7.104
"1698" "Italy" 2020-03-29 1529.428 165.774 7.509
"1699" "Italy" 2020-03-30 1615.714 178.311 7.895
"1700" "Italy" 2020-03-31 1682.698 191.708 8.385
"1701" "Italy" 2020-04-01 1749.732 205.584 8.955
"1702" "Italy" 2020-04-02 1828.823 217.608 9.613
"1703" "Italy" 2020-04-03 1906.029 230.178 10.252
"1704" "Italy" 2020-04-04 1981.862 242.814 10.87
"1705" "Italy" 2020-04-05 2061.334 254.078 11.436
"1706" "Italy" 2020-04-06 2132.718 262.794 11.937
"1707" "Italy" 2020-04-07 2192.243 273.313 12.495
"1708" "Italy" 2020-04-08 2242.506 283.303 13.349
"1709" "Italy" 2020-04-09 2305.951 292.234 14.114
"1710" "Italy" 2020-04-10 2375.482 302.356 14.999
"1711" "Italy" 2020-04-11 2440.829 311.783 15.935
"1712" "Italy" 2020-04-12 2518.465 322.021 16.708
"1713" "Italy" 2020-04-13 2586.144 329.15 17.315
"1714" "Italy" 2020-04-14 2638.293 338.478 17.758
"1715" "Italy" 2020-04-15 2687.448 348.468 18.481
"1716" "Italy" 2020-04-16 2731.558 358.028 19.49
"1717" "Italy" 2020-04-17 2794.176 366.711 20.577
"1718" "Italy" 2020-04-18 2851.948 376.221 21.598
"1719" "Italy" 2020-04-19 2909.687 384.16 22.436
"1720" "Italy" 2020-04-20 2960.083 391.321 23.122
"1721" "Italy" 2020-04-21 2997.395 398.83 23.985
"1722" "Italy" 2020-04-22 3042.531 407.662 25.028
"1723" "Italy" 2020-04-23 3098.269 414.89 26.131
"1724" "Italy" 2020-04-24 3142.032 422.564 27.164
"1725" "Italy" 2020-04-25 3191.997 429.511 28.245
"1726" "Italy" 2020-04-26 3230.981 436.375 29.071
"1727" "Italy" 2020-04-27 3269.418 440.675 29.6
"1728" "Italy" 2020-04-28 3298.18 446.182 30.547
"1729" "Italy" 2020-04-29 3332.764 452.5 31.603
"1730" "Italy" 2020-04-30 3367.265 457.843 32.735
"1731" "Luxembourg" 2020-01-01 0 0 NA
"1732" "Luxembourg" 2020-01-02 0 0 NA
"1733" "Luxembourg" 2020-01-03 0 0 NA
"1734" "Luxembourg" 2020-01-04 0 0 NA
"1735" "Luxembourg" 2020-01-05 0 0 NA
"1736" "Luxembourg" 2020-01-06 0 0 NA
"1737" "Luxembourg" 2020-01-07 0 0 NA
"1738" "Luxembourg" 2020-01-08 0 0 NA
"1739" "Luxembourg" 2020-01-09 0 0 NA
"1740" "Luxembourg" 2020-01-10 0 0 NA
"1741" "Luxembourg" 2020-01-11 0 0 NA
"1742" "Luxembourg" 2020-01-12 0 0 NA
"1743" "Luxembourg" 2020-01-13 0 0 NA
"1744" "Luxembourg" 2020-01-14 0 0 NA
"1745" "Luxembourg" 2020-01-15 0 0 NA
"1746" "Luxembourg" 2020-01-16 0 0 NA
"1747" "Luxembourg" 2020-01-17 0 0 NA
"1748" "Luxembourg" 2020-01-18 0 0 NA
"1749" "Luxembourg" 2020-01-19 0 0 NA
"1750" "Luxembourg" 2020-01-20 0 0 NA
"1751" "Luxembourg" 2020-01-21 0 0 NA
"1752" "Luxembourg" 2020-01-22 0 0 NA
"1753" "Luxembourg" 2020-01-23 0 0 NA
"1754" "Luxembourg" 2020-01-24 0 0 NA
"1755" "Luxembourg" 2020-01-25 0 0 NA
"1756" "Luxembourg" 2020-01-26 0 0 NA
"1757" "Luxembourg" 2020-01-27 0 0 NA
"1758" "Luxembourg" 2020-01-28 0 0 NA
"1759" "Luxembourg" 2020-01-29 0 0 NA
"1760" "Luxembourg" 2020-01-30 0 0 NA
"1761" "Luxembourg" 2020-01-31 0 0 NA
"1762" "Luxembourg" 2020-02-01 0 0 NA
"1763" "Luxembourg" 2020-02-02 0 0 NA
"1764" "Luxembourg" 2020-02-03 0 0 NA
"1765" "Luxembourg" 2020-02-04 0 0 NA
"1766" "Luxembourg" 2020-02-05 0 0 NA
"1767" "Luxembourg" 2020-02-06 0 0 NA
"1768" "Luxembourg" 2020-02-07 0 0 NA
"1769" "Luxembourg" 2020-02-08 0 0 NA
"1770" "Luxembourg" 2020-02-09 0 0 NA
"1771" "Luxembourg" 2020-02-10 0 0 NA
"1772" "Luxembourg" 2020-02-11 0 0 NA
"1773" "Luxembourg" 2020-02-12 0 0 NA
"1774" "Luxembourg" 2020-02-13 0 0 NA
"1775" "Luxembourg" 2020-02-14 0 0 NA
"1776" "Luxembourg" 2020-02-15 0 0 NA
"1777" "Luxembourg" 2020-02-16 0 0 NA
"1778" "Luxembourg" 2020-02-17 0 0 NA
"1779" "Luxembourg" 2020-02-18 0 0 NA
"1780" "Luxembourg" 2020-02-19 0 0 NA
"1781" "Luxembourg" 2020-02-20 0 0 NA
"1782" "Luxembourg" 2020-02-21 0 0 NA
"1783" "Luxembourg" 2020-02-22 0 0 NA
"1784" "Luxembourg" 2020-02-23 0 0 NA
"1785" "Luxembourg" 2020-02-24 0 0 NA
"1786" "Luxembourg" 2020-02-25 0 0 NA
"1787" "Luxembourg" 2020-02-26 0 0 NA
"1788" "Luxembourg" 2020-02-27 0 0 NA
"1789" "Luxembourg" 2020-02-28 0 0 NA
"1790" "Luxembourg" 2020-02-29 0 0 NA
"1791" "Luxembourg" 2020-03-01 1.598 0 NA
"1792" "Luxembourg" 2020-03-02 1.598 0 NA
"1793" "Luxembourg" 2020-03-07 4.793 0 NA
"1794" "Luxembourg" 2020-03-09 7.988 0 NA
"1795" "Luxembourg" 2020-03-11 11.183 0 NA
"1796" "Luxembourg" 2020-03-12 11.183 0 NA
"1797" "Luxembourg" 2020-03-13 41.535 0 NA
"1798" "Luxembourg" 2020-03-14 60.705 1.598 NA
"1799" "Luxembourg" 2020-03-16 123.008 1.598 NA
"1800" "Luxembourg" 2020-03-17 129.398 1.598 NA
"1801" "Luxembourg" 2020-03-18 223.651 1.598 NA
"1802" "Luxembourg" 2020-03-19 335.476 3.195 NA
"1803" "Luxembourg" 2020-03-20 551.139 6.39 NA
"1804" "Luxembourg" 2020-03-21 773.193 7.988 NA
"1805" "Luxembourg" 2020-03-22 1070.329 12.78 NA
"1806" "Luxembourg" 2020-03-23 1274.809 12.78 NA
"1807" "Luxembourg" 2020-03-24 1397.817 12.78 NA
"1808" "Luxembourg" 2020-03-25 1755.658 12.78 NA
"1809" "Luxembourg" 2020-03-26 2129.475 12.78 NA
"1810" "Luxembourg" 2020-03-27 2321.175 14.378 NA
"1811" "Luxembourg" 2020-03-28 2563.996 23.963 NA
"1812" "Luxembourg" 2020-03-29 2925.032 28.755 NA
"1813" "Luxembourg" 2020-03-30 3115.135 33.548 NA
"1814" "Luxembourg" 2020-03-31 3175.841 35.145 NA
"1815" "Luxembourg" 2020-04-01 3479.367 36.743 29.857
"1816" "Luxembourg" 2020-04-02 3704.615 46.328 NA
"1817" "Luxembourg" 2020-04-03 3972.996 47.925 34.287
"1818" "Luxembourg" 2020-04-04 4172.684 49.523 36.412
"1819" "Luxembourg" 2020-04-05 4359.592 49.523 NA
"1820" "Luxembourg" 2020-04-06 4479.405 57.51 38.805
"1821" "Luxembourg" 2020-04-07 4541.708 65.498 NA
"1822" "Luxembourg" 2020-04-08 4744.591 70.29 NA
"1823" "Luxembourg" 2020-04-09 4846.831 73.485 43.965
"1824" "Luxembourg" 2020-04-10 4976.229 83.07 45.166
"1825" "Luxembourg" 2020-04-11 5148.76 86.265 46.272
"1826" "Luxembourg" 2020-04-12 5223.842 99.045 46.831
"1827" "Luxembourg" 2020-04-13 5241.415 105.435 NA
"1828" "Luxembourg" 2020-04-14 5258.988 107.033 47.163
"1829" "Luxembourg" 2020-04-15 5282.95 107.033 49.08
"1830" "Luxembourg" 2020-04-16 5388.385 110.228 50.577
"1831" "Luxembourg" 2020-04-17 5501.808 110.228 51.75
"1832" "Luxembourg" 2020-04-18 5559.319 115.02 53.12
"1833" "Luxembourg" 2020-04-19 5650.376 115.02 53.782
"1834" "Luxembourg" 2020-04-20 5671.144 116.618 53.992
"1835" "Luxembourg" 2020-04-21 5683.924 119.813 55.852
"1836" "Luxembourg" 2020-04-22 5779.774 124.605 57.649
"1837" "Luxembourg" 2020-04-23 5837.284 127.8 58.934
"1838" "Luxembourg" 2020-04-24 5854.857 132.593 60.357
"1839" "Luxembourg" 2020-04-25 5902.782 135.788 61.526
"1840" "Luxembourg" 2020-04-26 5928.342 135.788 62.308
"1841" "Luxembourg" 2020-04-27 5947.512 140.58 62.466
"1842" "Luxembourg" 2020-04-28 5957.097 140.58 63.486
"1843" "Luxembourg" 2020-04-29 5976.267 142.178 66.709
"1844" "Luxembourg" 2020-04-30 6020.998 142.178 68.122
"1845" "Netherlands" 2020-01-01 0 0 NA
"1846" "Netherlands" 2020-01-02 0 0 NA
"1847" "Netherlands" 2020-01-03 0 0 NA
"1848" "Netherlands" 2020-01-04 0 0 NA
"1849" "Netherlands" 2020-01-05 0 0 NA
"1850" "Netherlands" 2020-01-06 0 0 NA
"1851" "Netherlands" 2020-01-07 0 0 NA
