"location" "date" "cases" "deaths" "tests"
"1852" "Netherlands" 2020-01-08 0 0 NA
"1853" "Netherlands" 2020-01-09 0 0 NA
"1854" "Netherlands" 2020-01-10 0 0 NA
"1855" "Netherlands" 2020-01-11 0 0 NA
"1856" "Netherlands" 2020-01-12 0 0 NA
"1857" "Netherlands" 2020-01-13 0 0 NA
"1858" "Netherlands" 2020-01-14 0 0 NA
"1859" "Netherlands" 2020-01-15 0 0 NA
"1860" "Netherlands" 2020-01-16 0 0 NA
"1861" "Netherlands" 2020-01-17 0 0 NA
"1862" "Netherlands" 2020-01-18 0 0 NA
"1863" "Netherlands" 2020-01-19 0 0 NA
"1864" "Netherlands" 2020-01-20 0 0 NA
"1865" "Netherlands" 2020-01-21 0 0 NA
"1866" "Netherlands" 2020-01-22 0 0 NA
"1867" "Netherlands" 2020-01-23 0 0 NA
"1868" "Netherlands" 2020-01-24 0 0 NA
"1869" "Netherlands" 2020-01-25 0 0 NA
"1870" "Netherlands" 2020-01-26 0 0 NA
"1871" "Netherlands" 2020-01-27 0 0 NA
"1872" "Netherlands" 2020-01-28 0 0 NA
"1873" "Netherlands" 2020-01-29 0 0 NA
"1874" "Netherlands" 2020-01-30 0 0 NA
"1875" "Netherlands" 2020-01-31 0 0 NA
"1876" "Netherlands" 2020-02-01 0 0 NA
"1877" "Netherlands" 2020-02-02 0 0 NA
"1878" "Netherlands" 2020-02-03 0 0 NA
"1879" "Netherlands" 2020-02-04 0 0 NA
"1880" "Netherlands" 2020-02-05 0 0 NA
"1881" "Netherlands" 2020-02-06 0 0 NA
"1882" "Netherlands" 2020-02-07 0 0 NA
"1883" "Netherlands" 2020-02-08 0 0 NA
"1884" "Netherlands" 2020-02-09 0 0 NA
"1885" "Netherlands" 2020-02-10 0 0 NA
"1886" "Netherlands" 2020-02-11 0 0 NA
"1887" "Netherlands" 2020-02-12 0 0 NA
"1888" "Netherlands" 2020-02-13 0 0 NA
"1889" "Netherlands" 2020-02-14 0 0 NA
"1890" "Netherlands" 2020-02-15 0 0 NA
"1891" "Netherlands" 2020-02-16 0 0 NA
"1892" "Netherlands" 2020-02-17 0 0 NA
"1893" "Netherlands" 2020-02-18 0 0 NA
"1894" "Netherlands" 2020-02-19 0 0 NA
"1895" "Netherlands" 2020-02-20 0 0 NA
"1896" "Netherlands" 2020-02-21 0 0 NA
"1897" "Netherlands" 2020-02-22 0 0 NA
"1898" "Netherlands" 2020-02-23 0 0 NA
"1899" "Netherlands" 2020-02-24 0 0 NA
"1900" "Netherlands" 2020-02-25 0 0 NA
"1901" "Netherlands" 2020-02-26 0 0 NA
"1902" "Netherlands" 2020-02-27 0 0 NA
"1903" "Netherlands" 2020-02-28 0.058 0 NA
"1904" "Netherlands" 2020-02-29 0.117 0 NA
"1905" "Netherlands" 2020-03-01 0.409 0 NA
"1906" "Netherlands" 2020-03-02 0.759 0 NA
"1907" "Netherlands" 2020-03-03 1.05 0 NA
"1908" "Netherlands" 2020-03-04 1.634 0 NA
"1909" "Netherlands" 2020-03-05 2.218 0 NA
"1910" "Netherlands" 2020-03-06 4.786 0 NA
"1911" "Netherlands" 2020-03-07 7.47 0.058 NA
"1912" "Netherlands" 2020-03-08 10.972 0.058 NA
"1913" "Netherlands" 2020-03-09 15.466 0.175 NA
"1914" "Netherlands" 2020-03-10 18.734 0.175 NA
"1915" "Netherlands" 2020-03-11 22.294 0.233 NA
"1916" "Netherlands" 2020-03-12 29.355 0.292 NA
"1917" "Netherlands" 2020-03-13 35.833 0.292 NA
"1918" "Netherlands" 2020-03-14 46.922 0.292 NA
"1919" "Netherlands" 2020-03-15 55.968 0.7 0.997
"1920" "Netherlands" 2020-03-16 66.239 1.167 NA
"1921" "Netherlands" 2020-03-17 82.463 1.401 NA
"1922" "Netherlands" 2020-03-18 99.505 2.51 NA
"1923" "Netherlands" 2020-03-19 119.697 3.385 NA
"1924" "Netherlands" 2020-03-20 143.567 4.435 NA
"1925" "Netherlands" 2020-03-21 174.731 6.186 NA
"1926" "Netherlands" 2020-03-22 211.907 7.937 2.242
"1927" "Netherlands" 2020-03-23 245.348 10.447 NA
"1928" "Netherlands" 2020-03-24 277.154 12.431 NA
"1929" "Netherlands" 2020-03-25 324.484 16.108 NA
"1930" "Netherlands" 2020-03-26 374.208 20.776 NA
"1931" "Netherlands" 2020-03-27 433.677 25.328 NA
"1932" "Netherlands" 2020-03-28 502.076 31.865 NA
"1933" "Netherlands" 2020-03-29 569.715 37.292 3.686
"1934" "Netherlands" 2020-03-30 634.145 44.996 NA
"1935" "Netherlands" 2020-03-31 685.736 50.423 NA
"1936" "Netherlands" 2020-04-01 735.051 60.637 NA
"1937" "Netherlands" 2020-04-02 794.52 68.457 NA
"1938" "Netherlands" 2020-04-03 857.724 78.145 NA
"1939" "Netherlands" 2020-04-04 917.602 86.782 NA
"1940" "Netherlands" 2020-04-05 970.36 96.353 5.384
"1941" "Netherlands" 2020-04-06 1041.794 103.065 NA
"1942" "Netherlands" 2020-04-07 1097.353 108.959 NA
"1943" "Netherlands" 2020-04-08 1142.699 122.615 NA
"1944" "Netherlands" 2020-04-09 1199.25 131.194 NA
"1945" "Netherlands" 2020-04-10 1270.042 139.832 NA
"1946" "Netherlands" 2020-04-11 1347.953 146.543 NA
"1947" "Netherlands" 2020-04-12 1424.755 154.247 7.658
"1948" "Netherlands" 2020-04-13 1493.27 159.733 NA
"1949" "Netherlands" 2020-04-14 1549.53 164.752 NA
"1950" "Netherlands" 2020-04-15 1600.187 171.872 NA
"1951" "Netherlands" 2020-04-16 1643.024 182.902 NA
"1952" "Netherlands" 2020-04-17 1704.944 193.465 NA
"1953" "Netherlands" 2020-04-18 1777.019 201.869 NA
"1954" "Netherlands" 2020-04-19 1843.55 210.156 9.998
"1955" "Netherlands" 2020-04-20 1905.763 215 NA
"1956" "Netherlands" 2020-04-21 1949.533 218.91 NA
"1957" "Netherlands" 2020-04-22 1992.078 228.54 10.004
"1958" "Netherlands" 2020-04-23 2033.397 236.594 NA
"1959" "Netherlands" 2020-04-24 2085.163 243.772 NA
"1960" "Netherlands" 2020-04-25 2132.201 250.308 NA
"1961" "Netherlands" 2020-04-26 2170.428 257.312 12.239
"1962" "Netherlands" 2020-04-27 2208.654 261.163 12.392
"1963" "Netherlands" 2020-04-28 2231.998 263.673 12.644
"1964" "Netherlands" 2020-04-29 2241.978 266.474 12.947
"1965" "Netherlands" 2020-04-30 2264.505 274.936 13.184
"1966" "Poland" 2020-03-03 NA NA 0.015
"1967" "Poland" 2020-03-04 0.026 0 0.015
"1968" "Poland" 2020-03-05 NA NA 0.018
"1969" "Poland" 2020-03-06 NA NA 0.023
"1970" "Poland" 2020-03-07 0.132 0 NA
"1971" "Poland" 2020-03-08 0.159 0 0.03
"1972" "Poland" 2020-03-09 0.291 0 0.037
"1973" "Poland" 2020-03-10 0.449 0 0.043
"1974" "Poland" 2020-03-11 0.581 0 0.053
"1975" "Poland" 2020-03-12 0.819 0 0.059
"1976" "Poland" 2020-03-13 1.295 0.026 0.076
"1977" "Poland" 2020-03-14 1.797 0.053 0.117
"1978" "Poland" 2020-03-15 2.748 0.079 0.145
"1979" "Poland" 2020-03-16 3.303 0.079 NA
"1980" "Poland" 2020-03-17 4.677 0.106 0.209
"1981" "Poland" 2020-03-18 6.289 0.132 0.251
"1982" "Poland" 2020-03-19 7.583 0.132 0.296
"1983" "Poland" 2020-03-20 9.38 0.132 0.345
"1984" "Poland" 2020-03-21 11.23 0.132 0.399
"1985" "Poland" 2020-03-22 14.162 0.132 0.465
"1986" "Poland" 2020-03-23 16.752 0.185 0.532
"1987" "Poland" 2020-03-24 19.79 0.211 0.605
"1988" "Poland" 2020-03-25 23.807 0.264 0.693
"1989" "Poland" 2020-03-26 27.77 0.37 0.781
"1990" "Poland" 2020-03-27 32.262 0.423 0.9
"1991" "Poland" 2020-03-28 36.701 0.423 1.022
"1992" "Poland" 2020-03-29 43.28 0.476 1.13
"1993" "Poland" 2020-03-30 49.199 0.581 1.231
"1994" "Poland" 2020-03-31 54.298 0.819 1.359
"1995" "Poland" 2020-04-01 61.062 0.872 1.474
"1996" "Poland" 2020-04-02 67.483 1.136 1.616
"1997" "Poland" 2020-04-03 77.841 1.506 1.769
"1998" "Poland" 2020-04-04 89.387 1.876 1.926
"1999" "Poland" 2020-04-05 95.834 2.087 2.134
"2000" "Poland" 2020-04-06 108.385 2.484 2.258
"2001" "Poland" 2020-04-07 116.602 2.827 2.437
"2002" "Poland" 2020-04-08 128.096 3.408 2.623
"2003" "Poland" 2020-04-09 137.529 4.201 2.843
"2004" "Poland" 2020-04-10 147.305 4.598 3.126
"2005" "Poland" 2020-04-11 157.346 4.782 3.423
"2006" "Poland" 2020-04-12 167.941 5.496 3.646
"2007" "Poland" 2020-04-13 176.343 6.13 3.795
"2008" "Poland" 2020-04-14 183.213 6.474 3.919
"2009" "Poland" 2020-04-15 190.294 6.949 4.135
"2010" "Poland" 2020-04-16 200.335 7.557 4.467
"2011" "Poland" 2020-04-17 209.213 8.297 4.747
"2012" "Poland" 2020-04-18 221.394 8.772 5.098
"2013" "Poland" 2020-04-19 230.985 9.169 5.397
"2014" "Poland" 2020-04-20 245.385 9.512 5.661
"2015" "Poland" 2020-04-21 253.471 10.041 5.928
"2016" "Poland" 2020-04-22 260.42 10.595 6.31
"2017" "Poland" 2020-04-23 268.69 11.256 6.625
"2018" "Poland" 2020-04-24 277.726 11.996 7.007
"2019" "Poland" 2020-04-25 287.793 13.053 7.372
"2020" "Poland" 2020-04-26 297.86 13.845 7.679
"2021" "Poland" 2020-04-27 306.95 14.136 7.87
"2022" "Poland" 2020-04-28 314.48 14.849 8.211
"2023" "Poland" 2020-04-29 322.829 15.748 8.575
"2024" "Poland" 2020-04-30 333.98 16.488 8.932
"2025" "Portugal" 2020-03-01 NA NA 0.002
"2026" "Portugal" 2020-03-02 NA NA 0.007
"2027" "Portugal" 2020-03-03 0.196 0 0.013
"2028" "Portugal" 2020-03-04 0.392 0 0.017
"2029" "Portugal" 2020-03-05 0.49 0 0.025
"2030" "Portugal" 2020-03-06 0.883 0 0.033
"2031" "Portugal" 2020-03-07 1.275 0 0.04
"2032" "Portugal" 2020-03-08 2.059 0 0.049
"2033" "Portugal" 2020-03-09 2.942 0 0.066
"2034" "Portugal" 2020-03-10 3.825 0 0.096
"2035" "Portugal" 2020-03-11 4.021 0 0.153
"2036" "Portugal" 2020-03-12 5.786 0 0.245
"2037" "Portugal" 2020-03-13 7.65 0 0.397
"2038" "Portugal" 2020-03-14 10.984 0 0.52
"2039" "Portugal" 2020-03-15 16.574 0 0.613
"2040" "Portugal" 2020-03-16 24.027 0 0.777
"2041" "Portugal" 2020-03-17 32.461 0 1.003
"2042" "Portugal" 2020-03-18 43.936 0.098 1.244
"2043" "Portugal" 2020-03-19 62.962 0.196 1.489
"2044" "Portugal" 2020-03-20 76.986 0.294 1.804
"2045" "Portugal" 2020-03-21 100.032 0.588 2.051
"2046" "Portugal" 2020-03-22 125.531 1.177 2.257
"2047" "Portugal" 2020-03-23 156.913 1.373 2.667
"2048" "Portugal" 2020-03-24 202.026 2.256 3.159
"2049" "Portugal" 2020-03-25 231.643 3.236 3.68
"2050" "Portugal" 2020-03-26 293.722 4.217 4.336
"2051" "Portugal" 2020-03-27 347.563 5.884 5.108
"2052" "Portugal" 2020-03-28 418.567 7.453 5.784
"2053" "Portugal" 2020-03-29 507.026 9.807 6.278
"2054" "Portugal" 2020-03-30 584.699 11.67 7.058
"2055" "Portugal" 2020-03-31 628.438 13.73 7.837
"2056" "Portugal" 2020-04-01 729.942 15.691 8.683
"2057" "Portugal" 2020-04-02 809.183 18.339 9.591
"2058" "Portugal" 2020-04-03 885.972 20.497 10.517
"2059" "Portugal" 2020-04-04 969.529 24.125 11.405
"2060" "Portugal" 2020-04-05 1032.098 26.087 12.063
"2061" "Portugal" 2020-04-06 1106.043 28.931 12.964
"2062" "Portugal" 2020-04-07 1150.371 30.5 13.999
"2063" "Portugal" 2020-04-08 1220.198 33.834 15.118
"2064" "Portugal" 2020-04-09 1288.749 37.267 16.315
"2065" "Portugal" 2020-04-10 1368.677 40.111 17.314
"2066" "Portugal" 2020-04-11 1517.353 42.661 18.207
"2067" "Portugal" 2020-04-12 1567.859 46.093 18.718
"2068" "Portugal" 2020-04-13 1626.505 49.428 19.589
"2069" "Portugal" 2020-04-14 1660.732 52.468 20.758
"2070" "Portugal" 2020-04-15 1711.141 55.606 22.094
"2071" "Portugal" 2020-04-16 1774.2 58.744 23.409
"2072" "Portugal" 2020-04-17 1847.753 61.687 24.852
"2073" "Portugal" 2020-04-18 1865.504 64.433 26.105
"2074" "Portugal" 2020-04-19 1930.525 67.375 27.037
"2075" "Portugal" 2020-04-20 1981.62 70.023 28.116
"2076" "Portugal" 2020-04-21 2046.053 72.082 29.57
"2077" "Portugal" 2020-04-22 2096.657 74.73 31.084
"2078" "Portugal" 2020-04-23 2155.794 76.986 32.564
"2079" "Portugal" 2020-04-24 2192.178 80.418 34.007
"2080" "Portugal" 2020-04-25 2235.722 83.753 35.325
"2081" "Portugal" 2020-04-26 2294.074 86.302 36.132
"2082" "Portugal" 2020-04-27 2340.363 88.558 37.323
"2083" "Portugal" 2020-04-28 2356.349 91.01 38.842
"2084" "Portugal" 2020-04-29 2385.28 92.971 40.285
"2085" "Portugal" 2020-04-30 2403.227 95.423 41.86
"2086" "Romania" 2020-01-01 0 0 NA
"2087" "Romania" 2020-01-02 0 0 NA
"2088" "Romania" 2020-01-03 0 0 NA
"2089" "Romania" 2020-01-04 0 0 NA
"2090" "Romania" 2020-01-05 0 0 NA
"2091" "Romania" 2020-01-06 0 0 NA
"2092" "Romania" 2020-01-07 0 0 NA
"2093" "Romania" 2020-01-08 0 0 NA
"2094" "Romania" 2020-01-09 0 0 NA
"2095" "Romania" 2020-01-10 0 0 NA
"2096" "Romania" 2020-01-11 0 0 NA
"2097" "Romania" 2020-01-12 0 0 NA
"2098" "Romania" 2020-01-13 0 0 NA
"2099" "Romania" 2020-01-14 0 0 NA
"2100" "Romania" 2020-01-15 0 0 NA
"2101" "Romania" 2020-01-16 0 0 NA
"2102" "Romania" 2020-01-17 0 0 NA
"2103" "Romania" 2020-01-18 0 0 NA
"2104" "Romania" 2020-01-19 0 0 NA
"2105" "Romania" 2020-01-20 0 0 NA
"2106" "Romania" 2020-01-21 0 0 NA
"2107" "Romania" 2020-01-22 0 0 NA
"2108" "Romania" 2020-01-23 0 0 NA
"2109" "Romania" 2020-01-24 0 0 NA
"2110" "Romania" 2020-01-25 0 0 NA
"2111" "Romania" 2020-01-26 0 0 NA
"2112" "Romania" 2020-01-27 0 0 NA
"2113" "Romania" 2020-01-28 0 0 NA
"2114" "Romania" 2020-01-29 0 0 NA
"2115" "Romania" 2020-01-30 0 0 NA
"2116" "Romania" 2020-01-31 0 0 NA
"2117" "Romania" 2020-02-01 0 0 NA
"2118" "Romania" 2020-02-02 0 0 NA
"2119" "Romania" 2020-02-03 0 0 NA
"2120" "Romania" 2020-02-04 0 0 NA
"2121" "Romania" 2020-02-05 0 0 NA
"2122" "Romania" 2020-02-06 0 0 NA
"2123" "Romania" 2020-02-07 0 0 NA
"2124" "Romania" 2020-02-08 0 0 NA
"2125" "Romania" 2020-02-09 0 0 NA
"2126" "Romania" 2020-02-10 0 0 NA
"2127" "Romania" 2020-02-11 0 0 NA
"2128" "Romania" 2020-02-12 0 0 NA
"2129" "Romania" 2020-02-13 0 0 NA
"2130" "Romania" 2020-02-14 0 0 NA
"2131" "Romania" 2020-02-15 0 0 NA
"2132" "Romania" 2020-02-16 0 0 NA
"2133" "Romania" 2020-02-17 0 0 NA
"2134" "Romania" 2020-02-18 0 0 NA
"2135" "Romania" 2020-02-19 0 0 NA
"2136" "Romania" 2020-02-20 0 0 NA
"2137" "Romania" 2020-02-21 0 0 NA
"2138" "Romania" 2020-02-22 0 0 NA
"2139" "Romania" 2020-02-23 0 0 NA
"2140" "Romania" 2020-02-24 0 0 NA
"2141" "Romania" 2020-02-25 0 0 NA
"2142" "Romania" 2020-02-26 0 0 NA
"2143" "Romania" 2020-02-27 0.052 0 NA
"2144" "Romania" 2020-02-28 0.052 0 NA
"2145" "Romania" 2020-02-29 0.156 0 NA
"2146" "Romania" 2020-03-01 0.156 0 NA
"2147" "Romania" 2020-03-02 0.156 0 NA
"2148" "Romania" 2020-03-04 0.208 0 NA
"2149" "Romania" 2020-03-06 0.312 0 NA
"2150" "Romania" 2020-03-07 0.364 0 NA
"2151" "Romania" 2020-03-08 0.676 0 NA
"2152" "Romania" 2020-03-09 0.78 0 NA
"2153" "Romania" 2020-03-10 0.884 0 NA
"2154" "Romania" 2020-03-11 1.3 0 NA
"2155" "Romania" 2020-03-12 2.339 0 0.1
"2156" "Romania" 2020-03-13 3.327 0 0.132
"2157" "Romania" 2020-03-14 4.626 0 0.152
"2158" "Romania" 2020-03-15 5.874 0 0.167
"2159" "Romania" 2020-03-16 7.225 0 0.193
"2160" "Romania" 2020-03-17 9.565 0 0.216
"2161" "Romania" 2020-03-18 11.28 0 0.243
"2162" "Romania" 2020-03-19 13.515 0 0.259
"2163" "Romania" 2020-03-20 14.399 0 0.431
"2164" "Romania" 2020-03-21 16.01 0 0.463
"2165" "Romania" 2020-03-22 19.077 0 0.518
"2166" "Romania" 2020-03-23 22.508 0.104 0.583
"2167" "Romania" 2020-03-24 29.941 0.364 0.656
"2168" "Romania" 2020-03-25 39.61 0.572 0.752
"2169" "Romania" 2020-03-26 47.095 0.676 0.832
"2170" "Romania" 2020-03-27 53.489 0.884 0.907
"2171" "Romania" 2020-03-28 67.16 1.248 1.022
"2172" "Romania" 2020-03-29 75.477 1.507 1.116
"2173" "Romania" 2020-03-30 91.487 2.079 1.201
"2174" "Romania" 2020-03-31 101.468 2.287 1.282
"2175" "Romania" 2020-04-01 116.698 3.587 1.383
"2176" "Romania" 2020-04-02 127.874 4.418 1.481
"2177" "Romania" 2020-04-03 142.325 4.886 1.646
"2178" "Romania" 2020-04-04 165.457 6.914 1.876
"2179" "Romania" 2020-04-05 187.808 7.329 2.008
"2180" "Romania" 2020-04-06 200.856 7.693 2.131
"2181" "Romania" 2020-04-07 210.888 8.161 2.265
"2182" "Romania" 2020-04-08 229.601 9.461 2.454
"2183" "Romania" 2020-04-09 247.483 10.864 2.693
"2184" "Romania" 2020-04-10 270.407 11.904 2.881
"2185" "Romania" 2020-04-11 284.182 13.359 3.081
"2186" "Romania" 2020-04-12 311.368 14.659 3.24
"2187" "Romania" 2020-04-13 327.482 15.906 3.493
"2188" "Romania" 2020-04-14 344.792 16.53 3.644
"2189" "Romania" 2020-04-15 357.579 17.882 3.89
"2190" "Romania" 2020-04-16 375.097 19.337 4.139
"2191" "Romania" 2020-04-17 400.62 20.117 4.46
"2192" "Romania" 2020-04-18 419.333 20.793 4.73
"2193" "Romania" 2020-04-19 437.579 21.676 4.866
"2194" "Romania" 2020-04-20 454.629 22.56 5.12
"2195" "Romania" 2020-04-21 464.505 23.444 5.279
"2196" "Romania" 2020-04-22 480.411 25.107 5.529
"2197" "Romania" 2020-04-23 504.739 26.407 5.891
"2198" "Romania" 2020-04-24 524.803 27.394 6.321
"2199" "Romania" 2020-04-25 541.489 28.694 6.583
"2200" "Romania" 2020-04-26 552.821 29.889 7.096
"2201" "Romania" 2020-04-27 573.666 31.605 7.477
"2202" "Romania" 2020-04-28 589.416 32.8 7.813
"2203" "Romania" 2020-04-29 603.815 33.788 8.681
"2204" "Romania" 2020-04-30 622.632 35.087 9.116
"2205" "Slovenia" 2020-03-05 0.481 0 NA
"2206" "Slovenia" 2020-03-06 2.886 0 NA
"2207" "Slovenia" 2020-03-07 4.329 0 NA
"2208" "Slovenia" 2020-03-08 5.772 0 NA
"2209" "Slovenia" 2020-03-09 7.696 0 NA
"2210" "Slovenia" 2020-03-11 14.912 0 NA
"2211" "Slovenia" 2020-03-12 27.418 0 1.858
"2212" "Slovenia" 2020-03-13 46.178 0 2.434
"2213" "Slovenia" 2020-03-14 67.823 0 2.875
"2214" "Slovenia" 2020-03-15 87.064 0 3.158
"2215" "Slovenia" 2020-03-16 105.343 0 3.577
"2216" "Slovenia" 2020-03-17 121.697 0 4.117
"2217" "Slovenia" 2020-03-18 132.279 0.481 4.61
"2218" "Slovenia" 2020-03-19 137.571 0.481 5.18
"2219" "Slovenia" 2020-03-20 153.444 0.481 5.777
"2220" "Slovenia" 2020-03-21 164.027 0.481 6.196
"2221" "Slovenia" 2020-03-22 184.229 0.481 6.548
"2222" "Slovenia" 2020-03-23 199.141 0.481 7.153
"2223" "Slovenia" 2020-03-24 212.609 0.481 7.751
"2224" "Slovenia" 2020-03-25 230.888 1.443 8.319
"2225" "Slovenia" 2020-03-26 253.977 1.924 8.836
"2226" "Slovenia" 2020-03-27 277.546 2.405 9.503
"2227" "Slovenia" 2020-03-28 304.002 4.329 9.983
"2228" "Slovenia" 2020-03-29 332.382 4.329 10.269
"2229" "Slovenia" 2020-03-30 351.142 5.291 10.81
"2230" "Slovenia" 2020-03-31 367.015 5.291 11.43
"2231" "Slovenia" 2020-04-01 391.547 6.253 11.957
"2232" "Slovenia" 2020-04-02 404.535 7.215 12.468
"2233" "Slovenia" 2020-04-03 431.472 7.696 13.04
"2234" "Slovenia" 2020-04-04 449.269 9.62 13.355
"2235" "Slovenia" 2020-04-05 469.953 10.582 13.59
"2236" "Slovenia" 2020-04-06 479.573 13.468 14.168
"2237" "Slovenia" 2020-04-07 491.118 14.43 14.752
"2238" "Slovenia" 2020-04-08 507.472 17.317 15.303
"2239" "Slovenia" 2020-04-09 524.789 19.241 15.896
"2240" "Slovenia" 2020-04-10 540.662 20.684 16.489
"2241" "Slovenia" 2020-04-11 557.979 21.646 16.764
"2242" "Slovenia" 2020-04-12 571.447 24.051 17.03
"2243" "Slovenia" 2020-04-13 579.625 25.494 17.291
"2244" "Slovenia" 2020-04-14 582.992 26.456 17.852
"2245" "Slovenia" 2020-04-15 586.84 26.937 18.345
"2246" "Slovenia" 2020-04-16 600.308 29.342 18.918
"2247" "Slovenia" 2020-04-17 609.929 29.342 19.52
"2248" "Slovenia" 2020-04-18 627.245 31.747 19.849
"2249" "Slovenia" 2020-04-19 633.498 33.671 20.107
"2250" "Slovenia" 2020-04-20 639.752 35.595 20.672
"2251" "Slovenia" 2020-04-21 642.157 35.595 21.374
"2252" "Slovenia" 2020-04-22 644.562 37.038 21.984
"2253" "Slovenia" 2020-04-23 650.815 38 22.616
"2254" "Slovenia" 2020-04-24 657.068 38 23.175
"2255" "Slovenia" 2020-04-25 660.435 38.481 23.557
"2256" "Slovenia" 2020-04-26 667.651 38.962 23.862
"2257" "Slovenia" 2020-04-27 676.79 39.443 24.19
"2258" "Slovenia" 2020-04-28 676.79 39.924 24.824
"2259" "Slovenia" 2020-04-29 677.271 41.367 25.469
"2260" "Slovenia" 2020-04-30 682.081 42.81 26.119
